NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PHOSPHOTRANSFERASE ACTIVITY, ALCOHOL GROUP AS ACCEPTOR	PHOSPHOTRANSFERASE ACTIVITY, ALCOHOL GROUP AS ACCEPTOR		24	-0.40811482	-1.1514231	0.31730768	1.0	1.0	1133	tags=46%, list=27%, signal=63%	
NUCLEOSIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	NUCLEOSIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		7	-0.46774313	-1.1495146	0.30373	1.0	1.0	268	tags=43%, list=6%, signal=46%	
NUCLEOSIDE TRANSMEMBRANE TRANSPORT	NUCLEOSIDE TRANSMEMBRANE TRANSPORT		7	-0.46774313	-1.1495146	0.30373	1.0	1.0	268	tags=43%, list=6%, signal=46%	
INTRINSIC COMPONENT OF PLASMA MEMBRANE	INTRINSIC COMPONENT OF PLASMA MEMBRANE		13	-0.3993356	-1.1476879	0.29650092	1.0	1.0	1067	tags=54%, list=26%, signal=72%	
OLIGOPEPTIDE TRANSMEMBRANE TRANSPORT	OLIGOPEPTIDE TRANSMEMBRANE TRANSPORT		5	-0.6577995	-1.1461319	0.29501915	1.0	1.0	843	tags=60%, list=20%, signal=75%	
THREONINE BIOSYNTHETIC PROCESS	THREONINE BIOSYNTHETIC PROCESS		6	-0.61674374	-1.1457927	0.31299213	1.0	1.0	580	tags=50%, list=14%, signal=58%	
PROTEIN PEPTIDYL-PROLYL ISOMERIZATION	PROTEIN PEPTIDYL-PROLYL ISOMERIZATION		10	-0.59029335	-1.1447707	0.36779323	1.0	1.0	714	tags=50%, list=17%, signal=60%	
PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY		10	-0.59029335	-1.1447707	0.36779323	1.0	1.0	714	tags=50%, list=17%, signal=60%	
NITROGEN COMPOUND TRANSPORT	NITROGEN COMPOUND TRANSPORT		16	-0.5140614	-1.1409471	0.23185012	1.0	1.0	575	tags=44%, list=14%, signal=51%	
AMINOACYL-TRNA LIGASE ACTIVITY	AMINOACYL-TRNA LIGASE ACTIVITY		25	-0.6231037	-1.1377748	0.49281314	1.0	1.0	826	tags=64%, list=20%, signal=79%	
BACTERIAL-TYPE CIS-REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING	BACTERIAL-TYPE CIS-REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING		29	-0.34877706	-1.1366724	0.3216266	1.0	1.0	973	tags=38%, list=23%, signal=49%	
NEGATIVE REGULATION OF CATALYTIC ACTIVITY	NEGATIVE REGULATION OF CATALYTIC ACTIVITY		16	-0.39081743	-1.1343143	0.27889907	1.0	1.0	772	tags=44%, list=19%, signal=54%	
CARBOHYDRATE PHOSPHORYLATION	CARBOHYDRATE PHOSPHORYLATION		24	-0.40899846	-1.1340206	0.29847908	1.0	1.0	692	tags=33%, list=17%, signal=40%	
MICROCIN TRANSPORT	MICROCIN TRANSPORT		7	-0.52762216	-1.1332048	0.41197821	1.0	1.0	1665	tags=86%, list=40%, signal=143%	
HEME BINDING	HEME BINDING		36	-0.42476323	-1.1301117	0.2523719	1.0	1.0	1409	tags=56%, list=34%, signal=83%	
DIPEPTIDE TRANSPORT	DIPEPTIDE TRANSPORT		5	-0.6264999	-1.1290249	0.37827715	1.0	1.0	1277	tags=80%, list=31%, signal=115%	
OUTER MEMBRANE-BOUNDED PERIPLASMIC SPACE	OUTER MEMBRANE-BOUNDED PERIPLASMIC SPACE		173	-0.3299181	-1.1281918	0.231203	1.0	1.0	1246	tags=43%, list=30%, signal=59%	
NEGATIVE REGULATION OF BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY	NEGATIVE REGULATION OF BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY		5	-0.52985513	-1.1258297	0.34808853	1.0	1.0	740	tags=40%, list=18%, signal=49%	
CATALYTIC ACTIVITY	CATALYTIC ACTIVITY		399	-0.30263057	-1.1245158	0.24550898	1.0	1.0	1088	tags=37%, list=26%, signal=46%	
CELL REDOX HOMEOSTASIS	CELL REDOX HOMEOSTASIS		20	-0.3956477	-1.122048	0.31053606	1.0	1.0	624	tags=30%, list=15%, signal=35%	
METALLOEXOPEPTIDASE ACTIVITY	METALLOEXOPEPTIDASE ACTIVITY		5	-0.5795676	-1.1209289	0.3799622	1.0	1.0	801	tags=60%, list=19%, signal=74%	
FRUCTOSE IMPORT	FRUCTOSE IMPORT		5	-0.6996438	-1.1182219	0.2845361	1.0	1.0	771	tags=60%, list=19%, signal=74%	
SIGMA FACTOR ACTIVITY	SIGMA FACTOR ACTIVITY		7	-0.5750023	-1.1163523	0.48101267	1.0	1.0	1427	tags=71%, list=34%, signal=109%	
PLASMA MEMBRANE RESPIRATORY CHAIN COMPLEX I	PLASMA MEMBRANE RESPIRATORY CHAIN COMPLEX I		16	-0.50123435	-1.1155536	0.31870228	1.0	1.0	1173	tags=38%, list=28%, signal=52%	
ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX	ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX		100	-0.3226155	-1.114625	0.31095406	1.0	1.0	928	tags=32%, list=22%, signal=40%	
INTEGRAL COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE	INTEGRAL COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE		11	-0.47864094	-1.1134764	0.39713773	1.0	1.0	1067	tags=55%, list=26%, signal=73%	
GLUTAMATE BIOSYNTHETIC PROCESS	GLUTAMATE BIOSYNTHETIC PROCESS		7	-0.5011725	-1.1134009	0.37847868	1.0	1.0	546	tags=29%, list=13%, signal=33%	
RESPONSE TO OXIDATIVE STRESS	RESPONSE TO OXIDATIVE STRESS		46	-0.4078094	-1.1112851	0.27360308	1.0	1.0	1330	tags=61%, list=32%, signal=89%	
RESPONSE TO DRUG	RESPONSE TO DRUG		23	-0.48366323	-1.1103766	0.35685483	1.0	1.0	1329	tags=70%, list=32%, signal=102%	
PEPTIDOGLYCAN TURNOVER	PEPTIDOGLYCAN TURNOVER		14	-0.40094993	-1.1102501	0.4571918	1.0	1.0	1784	tags=86%, list=43%, signal=150%	
FERMENTATION	FERMENTATION		8	-0.6858866	-1.1095675	0.34215885	1.0	1.0	1311	tags=100%, list=32%, signal=146%	
PROTEIN DISULFIDE ISOMERASE ACTIVITY	PROTEIN DISULFIDE ISOMERASE ACTIVITY		5	-0.5525445	-1.1089965	0.41428572	1.0	1.0	875	tags=60%, list=21%, signal=76%	
HYPEROSMOTIC RESPONSE	HYPEROSMOTIC RESPONSE		8	-0.61055547	-1.1089351	0.37522125	1.0	1.0	1099	tags=63%, list=26%, signal=85%	
GLUTATHIONE METABOLIC PROCESS	GLUTATHIONE METABOLIC PROCESS		5	-0.665622	-1.1084992	0.37524557	0.9960093	1.0	1393	tags=100%, list=34%, signal=150%	
PURINE RIBONUCLEOSIDE SALVAGE	PURINE RIBONUCLEOSIDE SALVAGE		7	-0.5646585	-1.1070883	0.37355372	0.99585825	1.0	1208	tags=86%, list=29%, signal=121%	
'DE NOVO' NAD BIOSYNTHETIC PROCESS FROM ASPARTATE	'DE NOVO' NAD BIOSYNTHETIC PROCESS FROM ASPARTATE		5	-0.552585	-1.1063429	0.32962137	0.99221474	1.0	1076	tags=80%, list=26%, signal=108%	
PYRIMIDINE NUCLEOBASE CATABOLIC PROCESS	PYRIMIDINE NUCLEOBASE CATABOLIC PROCESS		8	-0.513326	-1.10532	0.35346755	0.99068356	1.0	17	tags=25%, list=0%, signal=25%	
BACTERIAL-TYPE FLAGELLUM-DEPENDENT SWARMING MOTILITY	BACTERIAL-TYPE FLAGELLUM-DEPENDENT SWARMING MOTILITY		13	-0.52143687	-1.1050075	0.38142294	0.98640907	1.0	1518	tags=77%, list=37%, signal=121%	
PROTEIN STABILIZATION	PROTEIN STABILIZATION		7	-0.6534911	-1.1045786	0.33204633	0.9820687	1.0	714	tags=43%, list=17%, signal=52%	
METAL ION BINDING	METAL ION BINDING		638	-0.2582975	-1.1045592	0.2877698	0.976791	1.0	1224	tags=37%, list=29%, signal=44%	
VALINE BIOSYNTHETIC PROCESS	VALINE BIOSYNTHETIC PROCESS		12	-0.5335549	-1.1037452	0.396	0.9734988	1.0	1448	tags=67%, list=35%, signal=102%	
L-SERINE CATABOLIC PROCESS	L-SERINE CATABOLIC PROCESS		5	-0.63759625	-1.1033611	0.4051095	0.9696579	1.0	1156	tags=80%, list=28%, signal=111%	
INTRACELLULAR	INTRACELLULAR		7	-0.5677762	-1.1019163	0.44964027	0.9696891	1.0	1800	tags=100%, list=43%, signal=176%	
SPERMIDINE BIOSYNTHETIC PROCESS	SPERMIDINE BIOSYNTHETIC PROCESS		6	-0.54189056	-1.1007607	0.33712122	0.9679064	1.0	767	tags=50%, list=18%, signal=61%	
SIGMA FACTOR ANTAGONIST ACTIVITY	SIGMA FACTOR ANTAGONIST ACTIVITY		8	-0.60598016	-1.1006497	0.4047187	0.9629605	1.0	745	tags=50%, list=18%, signal=61%	
AMINO ACID TRANSMEMBRANE TRANSPORT	AMINO ACID TRANSMEMBRANE TRANSPORT		22	-0.39906788	-1.1002525	0.32015067	0.96003276	1.0	1187	tags=45%, list=29%, signal=63%	
RESPONSE TO TOXIC SUBSTANCE	RESPONSE TO TOXIC SUBSTANCE		19	-0.35636875	-1.0996091	0.3030303	0.9566927	1.0	1163	tags=58%, list=28%, signal=80%	
DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY		193	-0.30617347	-1.0960742	0.42061856	0.96203923	1.0	1234	tags=40%, list=30%, signal=55%	
BASE-EXCISION REPAIR	BASE-EXCISION REPAIR		9	-0.48799187	-1.0959448	0.30782917	0.9575862	1.0	1995	tags=89%, list=48%, signal=171%	
GLYCEROL-3-PHOSPHATE METABOLIC PROCESS	GLYCEROL-3-PHOSPHATE METABOLIC PROCESS		6	-0.6756529	-1.0951892	0.42125237	0.9551544	1.0	995	tags=50%, list=24%, signal=66%	
GRAM-NEGATIVE-BACTERIUM-TYPE CELL OUTER MEMBRANE ASSEMBLY	GRAM-NEGATIVE-BACTERIUM-TYPE CELL OUTER MEMBRANE ASSEMBLY		13	-0.45854115	-1.092773	0.4095941	0.95709324	1.0	1583	tags=62%, list=38%, signal=99%	
HYDROLASE ACTIVITY	HYDROLASE ACTIVITY		456	-0.19879617	-1.0922682	0.37369207	0.9537371	1.0	875	tags=26%, list=21%, signal=29%	
ATPASE-COUPLED AMINO ACID TRANSMEMBRANE TRANSPORTER ACTIVITY	ATPASE-COUPLED AMINO ACID TRANSMEMBRANE TRANSPORTER ACTIVITY		6	-0.5965448	-1.0888472	0.39539748	0.9588302	1.0	1395	tags=67%, list=34%, signal=100%	
ACETOLACTATE SYNTHASE ACTIVITY	ACETOLACTATE SYNTHASE ACTIVITY		5	-0.5567347	-1.0845466	0.34280938	0.9688448	1.0	825	tags=60%, list=20%, signal=75%	
TRANSFERASE ACTIVITY	TRANSFERASE ACTIVITY		532	-0.22870721	-1.0810428	0.3196046	0.9734654	1.0	966	tags=29%, list=23%, signal=32%	
NUCLEOSIDE METABOLIC PROCESS	NUCLEOSIDE METABOLIC PROCESS		11	-0.4974535	-1.0809404	0.401487	0.9689276	1.0	965	tags=64%, list=23%, signal=83%	
METHYLGLYOXAL CATABOLIC PROCESS	METHYLGLYOXAL CATABOLIC PROCESS		5	-0.5816169	-1.0767028	0.4328018	0.97619504	1.0	750	tags=40%, list=18%, signal=49%	
INTRINSIC COMPONENT OF CELL OUTER MEMBRANE	INTRINSIC COMPONENT OF CELL OUTER MEMBRANE		10	-0.4017951	-1.075783	0.3562152	0.9734422	1.0	1443	tags=50%, list=35%, signal=76%	
CARBOXYLIC ACID METABOLIC PROCESS	CARBOXYLIC ACID METABOLIC PROCESS		6	-0.6182217	-1.070638	0.38219896	0.9823116	1.0	1311	tags=83%, list=32%, signal=122%	
SUCCINATE DEHYDROGENASE ACTIVITY	SUCCINATE DEHYDROGENASE ACTIVITY		7	-0.6121037	-1.0692122	0.4490196	0.9804207	1.0	1193	tags=71%, list=29%, signal=100%	
PEROXIDASE ACTIVITY	PEROXIDASE ACTIVITY		13	-0.5420445	-1.0689472	0.47639486	0.97598314	1.0	1099	tags=62%, list=26%, signal=83%	
SODIUM:PROTON ANTIPORTER ACTIVITY	SODIUM:PROTON ANTIPORTER ACTIVITY		6	-0.5691631	-1.0674077	0.43304348	0.97550464	1.0	1023	tags=83%, list=25%, signal=110%	
PROTEIN PHOSPHORYLATION	PROTEIN PHOSPHORYLATION		11	-0.37187502	-1.0668985	0.3303887	0.9719014	1.0	1055	tags=45%, list=25%, signal=61%	
D-GLUCURONATE CATABOLIC PROCESS	D-GLUCURONATE CATABOLIC PROCESS		6	-0.68574035	-1.0665067	0.34792626	0.96863806	1.0	576	tags=67%, list=14%, signal=77%	
ATP BINDING	ATP BINDING		423	-0.24484664	-1.0646776	0.3802817	0.9700178	1.0	1187	tags=37%, list=29%, signal=46%	
PYRUVATE METABOLIC PROCESS	PYRUVATE METABOLIC PROCESS		5	-0.67550623	-1.0645958	0.53174603	0.9656731	1.0	1352	tags=100%, list=33%, signal=148%	
NUCLEOTIDE BINDING	NUCLEOTIDE BINDING		475	-0.24153377	-1.0645438	0.4009434	0.9612013	1.0	1196	tags=36%, list=29%, signal=45%	
NUCLEOSIDE-TRIPHOSPHATE DIPHOSPHATASE ACTIVITY	NUCLEOSIDE-TRIPHOSPHATE DIPHOSPHATASE ACTIVITY		5	-0.62054	-1.0632958	0.37979797	0.96066135	1.0	1580	tags=100%, list=38%, signal=161%	
PROTEIN HOMOTETRAMERIZATION	PROTEIN HOMOTETRAMERIZATION		56	-0.33805907	-1.0606622	0.38071066	0.9639971	1.0	816	tags=36%, list=20%, signal=44%	
ANTIOXIDANT ACTIVITY	ANTIOXIDANT ACTIVITY		6	-0.5551258	-1.060251	0.4624506	0.96077317	1.0	1310	tags=67%, list=32%, signal=97%	
NAD+ BINDING	NAD+ BINDING		8	-0.40366188	-1.0597292	0.27787933	0.95755225	1.0	345	tags=25%, list=8%, signal=27%	
PENTOSE-PHOSPHATE SHUNT, NON-OXIDATIVE BRANCH	PENTOSE-PHOSPHATE SHUNT, NON-OXIDATIVE BRANCH		7	-0.47995177	-1.059142	0.39311594	0.9546437	1.0	1364	tags=86%, list=33%, signal=127%	
GALACTOSE METABOLIC PROCESS	GALACTOSE METABOLIC PROCESS		6	-0.6159809	-1.0590861	0.52087915	0.95065707	1.0	620	tags=67%, list=15%, signal=78%	
LIPID BINDING	LIPID BINDING		8	-0.45847756	-1.0569632	0.3282572	0.9523849	1.0	1443	tags=50%, list=35%, signal=76%	
GLYCEROL-3-PHOSPHATE DEHYDROGENASE COMPLEX	GLYCEROL-3-PHOSPHATE DEHYDROGENASE COMPLEX		5	-0.75096846	-1.0541408	0.511879	0.9553706	1.0	244	tags=20%, list=6%, signal=21%	
GLYCEROL-3-PHOSPHATE CATABOLIC PROCESS	GLYCEROL-3-PHOSPHATE CATABOLIC PROCESS		5	-0.75096846	-1.0541408	0.511879	0.951028	1.0	244	tags=20%, list=6%, signal=21%	
GLYCOGEN METABOLIC PROCESS	GLYCOGEN METABOLIC PROCESS		5	-0.6942883	-1.0539596	0.5797101	0.9470525	1.0	542	tags=60%, list=13%, signal=69%	
MANGANESE ION BINDING	MANGANESE ION BINDING		49	-0.3173674	-1.0533491	0.36100388	0.944094	1.0	1224	tags=39%, list=29%, signal=54%	
CHROMOSOME CONDENSATION	CHROMOSOME CONDENSATION		6	-0.53312194	-1.0484459	0.5132383	0.95188034	1.0	142	tags=17%, list=3%, signal=17%	
RESPONSE TO UNFOLDED PROTEIN	RESPONSE TO UNFOLDED PROTEIN		5	-0.5240082	-1.0480939	0.37695312	0.9482093	1.0	219	tags=40%, list=5%, signal=42%	
ENDOPEPTIDASE ACTIVITY	ENDOPEPTIDASE ACTIVITY		20	-0.42878723	-1.0480156	0.42023346	0.94413406	1.0	1181	tags=50%, list=28%, signal=70%	
SULFATE ASSIMILATION	SULFATE ASSIMILATION		7	-0.6901346	-1.0475653	0.5018587	0.941158	1.0	1075	tags=86%, list=26%, signal=115%	
PROTEIN REPAIR	PROTEIN REPAIR		10	-0.39320877	-1.0466182	0.3776091	0.9391816	1.0	931	tags=60%, list=22%, signal=77%	
COBALAMIN TRANSPORT	COBALAMIN TRANSPORT		7	-0.59551376	-1.0455356	0.45436892	0.9379118	1.0	1685	tags=100%, list=41%, signal=168%	
HYDROLASE ACTIVITY, ACTING ON ESTER BONDS	HYDROLASE ACTIVITY, ACTING ON ESTER BONDS		17	-0.33485186	-1.0436863	0.3778163	0.9384489	1.0	650	tags=29%, list=16%, signal=35%	
CARBON UTILIZATION	CARBON UTILIZATION		10	-0.41126052	-1.0434796	0.417603	0.9352409	1.0	78	tags=20%, list=2%, signal=20%	
TRANSFERASE ACTIVITY, TRANSFERRING ALKYL OR ARYL (OTHER THAN METHYL) GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING ALKYL OR ARYL (OTHER THAN METHYL) GROUPS		8	-0.5369621	-1.0429214	0.35957065	0.93285704	1.0	1786	tags=88%, list=43%, signal=153%	
TRANSCRIPTION ANTITERMINATION	TRANSCRIPTION ANTITERMINATION		14	-0.3948212	-1.0392716	0.42911154	0.9376379	1.0	289	tags=36%, list=7%, signal=38%	
PEPTIDOGLYCAN BIOSYNTHETIC PROCESS	PEPTIDOGLYCAN BIOSYNTHETIC PROCESS		44	-0.3546521	-1.0390402	0.45472062	0.9340788	1.0	1181	tags=45%, list=28%, signal=63%	
CARBOHYDRATE DERIVATIVE BINDING	CARBOHYDRATE DERIVATIVE BINDING		11	-0.44262356	-1.0382211	0.41453832	0.9321839	1.0	910	tags=45%, list=22%, signal=58%	
PEPTIDOGLYCAN BINDING	PEPTIDOGLYCAN BINDING		6	-0.50543606	-1.0381622	0.38077635	0.9283259	1.0	1774	tags=83%, list=43%, signal=145%	
CELL DIVISION	CELL DIVISION		73	-0.31359884	-1.0334487	0.5458167	0.93465096	1.0	889	tags=27%, list=21%, signal=34%	
LIGASE ACTIVITY, FORMING CARBON-NITROGEN BONDS	LIGASE ACTIVITY, FORMING CARBON-NITROGEN BONDS		6	-0.46274623	-1.0320252	0.3951613	0.9332639	1.0	1021	tags=50%, list=25%, signal=66%	
CELLULOSE BIOSYNTHETIC PROCESS	CELLULOSE BIOSYNTHETIC PROCESS		7	-0.5376674	-1.027703	0.394958	0.9406506	1.0	1668	tags=71%, list=40%, signal=119%	
PROTEIN BINDING	PROTEIN BINDING		991	-0.22471307	-1.024463	0.39159665	0.9456568	1.0	995	tags=28%, list=24%, signal=28%	
PROTOPORPHYRINOGEN IX BIOSYNTHETIC PROCESS	PROTOPORPHYRINOGEN IX BIOSYNTHETIC PROCESS		9	-0.409065	-1.022461	0.3968254	0.9465293	1.0	846	tags=44%, list=20%, signal=56%	
LIGASE ACTIVITY	LIGASE ACTIVITY		94	-0.34005034	-1.0168223	0.5329768	0.95701283	1.0	1176	tags=49%, list=28%, signal=67%	
N-ACETYLNEURAMINATE CATABOLIC PROCESS	N-ACETYLNEURAMINATE CATABOLIC PROCESS		8	-0.5085452	-1.015099	0.48394004	0.95748115	1.0	698	tags=50%, list=17%, signal=60%	
LEUCINE BIOSYNTHETIC PROCESS	LEUCINE BIOSYNTHETIC PROCESS		7	-0.5039271	-1.0148817	0.52840906	0.9542939	1.0	1461	tags=86%, list=35%, signal=132%	
PHOSPHOLIPID TRANSPORT	PHOSPHOLIPID TRANSPORT		6	-0.4401904	-1.0114961	0.49335864	0.958452	1.0	1779	tags=83%, list=43%, signal=146%	
MOVEMENT OF CELL OR SUBCELLULAR COMPONENT	MOVEMENT OF CELL OR SUBCELLULAR COMPONENT		8	-0.35777518	-1.01129	0.4572072	0.9552278	1.0	245	tags=25%, list=6%, signal=27%	
PHOSPHOTRANSFERASE ACTIVITY, PHOSPHATE GROUP AS ACCEPTOR	PHOSPHOTRANSFERASE ACTIVITY, PHOSPHATE GROUP AS ACCEPTOR		8	-0.5121483	-1.0112318	0.42372882	0.95163953	1.0	1308	tags=75%, list=31%, signal=109%	
TRNA AMINOACYLATION	TRNA AMINOACYLATION		7	-0.62308204	-1.0071043	0.48387095	0.95826095	1.0	603	tags=57%, list=15%, signal=67%	
HEAT SHOCK PROTEIN BINDING	HEAT SHOCK PROTEIN BINDING		5	-0.4768978	-1.0058535	0.53511703	0.9582951	1.0	353	tags=40%, list=8%, signal=44%	
BILE ACID AND BILE SALT TRANSPORT	BILE ACID AND BILE SALT TRANSPORT		15	-0.4475519	-1.0049468	0.43406594	0.95622295	1.0	925	tags=40%, list=22%, signal=51%	
PROTEIN DOMAIN SPECIFIC BINDING	PROTEIN DOMAIN SPECIFIC BINDING		11	-0.4448796	-1.0033605	0.55112654	0.956628	1.0	240	tags=27%, list=6%, signal=29%	
CELLULAR AMINO ACID METABOLIC PROCESS	CELLULAR AMINO ACID METABOLIC PROCESS		29	-0.37855908	-1.0029923	0.43057996	0.9538891	1.0	1213	tags=48%, list=29%, signal=68%	
CARBOXYPEPTIDASE ACTIVITY	CARBOXYPEPTIDASE ACTIVITY		13	-0.3808	-1.0027272	0.4188192	0.95112234	1.0	1679	tags=77%, list=40%, signal=129%	
GLYCEROL METABOLIC PROCESS	GLYCEROL METABOLIC PROCESS		13	-0.569371	-0.99913293	0.42666668	0.9549566	1.0	753	tags=38%, list=18%, signal=47%	
ATPASE-COUPLED TRANSMEMBRANE TRANSPORTER ACTIVITY	ATPASE-COUPLED TRANSMEMBRANE TRANSPORTER ACTIVITY		19	-0.33129066	-0.9970256	0.4442675	0.9559416	1.0	1748	tags=53%, list=42%, signal=90%	
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS	GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS		5	-0.47577038	-0.99654764	0.50291264	0.95345944	1.0	244	tags=20%, list=6%, signal=21%	
FERRIC IRON BINDING	FERRIC IRON BINDING		6	-0.54304504	-0.99238324	0.48380953	0.95973647	1.0	1454	tags=67%, list=35%, signal=102%	
N-ACETYLTRANSFERASE ACTIVITY	N-ACETYLTRANSFERASE ACTIVITY		8	-0.5019123	-0.9902196	0.59513277	0.96101725	1.0	1555	tags=88%, list=37%, signal=140%	
L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT	L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT		6	-0.45853886	-0.983039	0.46125463	0.9736243	1.0	1187	tags=50%, list=29%, signal=70%	
CELLULAR RESPONSE TO OXIDATIVE STRESS	CELLULAR RESPONSE TO OXIDATIVE STRESS		12	-0.38720626	-0.98243946	0.41458333	0.9715911	1.0	1130	tags=50%, list=27%, signal=68%	
ZINC ION TRANSMEMBRANE TRANSPORT	ZINC ION TRANSMEMBRANE TRANSPORT		6	-0.39707205	-0.9803375	0.54016066	0.97227764	1.0	427	tags=17%, list=10%, signal=19%	
NADH DEHYDROGENASE (QUINONE) ACTIVITY	NADH DEHYDROGENASE (QUINONE) ACTIVITY		6	-0.50101286	-0.9790766	0.50343645	0.97061884	1.0	1136	tags=33%, list=27%, signal=46%	
NADH DEHYDROGENASE COMPLEX	NADH DEHYDROGENASE COMPLEX		14	-0.49003223	-0.9780402	0.45535713	0.96915644	1.0	1943	tags=64%, list=47%, signal=120%	
ENTEROBACTIN TRANSPORT	ENTEROBACTIN TRANSPORT		5	-0.5790423	-0.97743505	0.5637343	0.96654874	1.0	1434	tags=80%, list=35%, signal=122%	
DNA N-GLYCOSYLASE ACTIVITY	DNA N-GLYCOSYLASE ACTIVITY		5	-0.52276856	-0.9747769	0.49661016	0.96872175	1.0	1441	tags=60%, list=35%, signal=92%	
CELLULAR IRON ION HOMEOSTASIS	CELLULAR IRON ION HOMEOSTASIS		9	-0.42784137	-0.97233814	0.55728155	0.9698485	1.0	279	tags=22%, list=7%, signal=24%	
SUCCINATE DEHYDROGENASE (UBIQUINONE) ACTIVITY	SUCCINATE DEHYDROGENASE (UBIQUINONE) ACTIVITY		6	-0.5999426	-0.97116166	0.6062378	0.9686507	1.0	1421	tags=83%, list=34%, signal=126%	
NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION	NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION		18	-0.33832327	-0.96977097	0.50179213	0.9684256	1.0	1221	tags=50%, list=29%, signal=71%	
PERIPLASMIC SPACE	PERIPLASMIC SPACE		176	-0.2697968	-0.969397	0.5651376	0.9657783	1.0	1246	tags=40%, list=30%, signal=54%	
GLYCINE BETAINE TRANSPORT	GLYCINE BETAINE TRANSPORT		11	-0.48774394	-0.9689457	0.5043937	0.96332055	1.0	1465	tags=82%, list=35%, signal=126%	
FERRIC-ENTEROBACTIN TRANSMEMBRANE TRANSPORTER ACTIVITY	FERRIC-ENTEROBACTIN TRANSMEMBRANE TRANSPORTER ACTIVITY		5	-0.6096543	-0.96836084	0.6136821	0.9609715	1.0	1231	tags=80%, list=30%, signal=114%	
NAD BIOSYNTHETIC PROCESS	NAD BIOSYNTHETIC PROCESS		9	-0.36682746	-0.9669765	0.56237626	0.9608527	1.0	1076	tags=56%, list=26%, signal=75%	
ANAEROBIC ELECTRON TRANSPORT CHAIN	ANAEROBIC ELECTRON TRANSPORT CHAIN		14	-0.40327838	-0.9664759	0.5161987	0.9582335	1.0	1048	tags=43%, list=25%, signal=57%	
REGULATION OF CELL SHAPE	REGULATION OF CELL SHAPE		46	-0.31749058	-0.96517825	0.50690335	0.95718634	1.0	1149	tags=41%, list=28%, signal=56%	
MOTOR ACTIVITY	MOTOR ACTIVITY		8	-0.6381182	-0.9610574	0.57309943	0.9624102	1.0	1509	tags=100%, list=36%, signal=157%	
ALCOHOL DEHYDROGENASE (NAD+) ACTIVITY	ALCOHOL DEHYDROGENASE (NAD+) ACTIVITY		6	-0.41956505	-0.96035486	0.48349515	0.9602009	1.0	619	tags=33%, list=15%, signal=39%	
BILE ACID TRANSMEMBRANE TRANSPORTER ACTIVITY	BILE ACID TRANSMEMBRANE TRANSPORTER ACTIVITY		12	-0.47124833	-0.9563362	0.6168224	0.96489894	1.0	925	tags=50%, list=22%, signal=64%	
5'-NUCLEOTIDASE ACTIVITY	5'-NUCLEOTIDASE ACTIVITY		5	-0.4561141	-0.95479345	0.569869	0.964619	1.0	1110	tags=60%, list=27%, signal=82%	
AMINO ACID BINDING	AMINO ACID BINDING		14	-0.35822383	-0.95412886	0.4909091	0.96278703	1.0	460	tags=29%, list=11%, signal=32%	
PHOSPHORELAY SENSOR KINASE ACTIVITY	PHOSPHORELAY SENSOR KINASE ACTIVITY		26	-0.22768691	-0.9534448	0.4619883	0.96080047	1.0	518	tags=15%, list=12%, signal=17%	
PROTEIN HISTIDINE KINASE ACTIVITY	PROTEIN HISTIDINE KINASE ACTIVITY		26	-0.22768691	-0.9534448	0.4619883	0.957369	1.0	518	tags=15%, list=12%, signal=17%	
PEPTIDYL-HISTIDINE PHOSPHORYLATION	PEPTIDYL-HISTIDINE PHOSPHORYLATION		26	-0.22768691	-0.9534448	0.4619883	0.953962	1.0	518	tags=15%, list=12%, signal=17%	
RESPONSE TO HYDROGEN PEROXIDE	RESPONSE TO HYDROGEN PEROXIDE		6	-0.39653978	-0.9532338	0.4762846	0.95103157	1.0	171	tags=17%, list=4%, signal=17%	
