NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
LYSINE BIOSYNTHETIC PROCESS	LYSINE BIOSYNTHETIC PROCESS		9	0.46609262	1.0713254	0.40969163	1.0	1.0	335	tags=33%, list=8%, signal=36%	
SERINE-TYPE PEPTIDASE ACTIVITY	SERINE-TYPE PEPTIDASE ACTIVITY		18	0.29920483	1.0651941	0.2769608	1.0	1.0	1018	tags=33%, list=25%, signal=44%	
CYTOCHROME COMPLEX ASSEMBLY	CYTOCHROME COMPLEX ASSEMBLY		12	0.5268029	1.0559937	0.44301075	1.0	1.0	165	tags=17%, list=4%, signal=17%	
DNA INTEGRATION	DNA INTEGRATION		17	0.38207224	1.0555142	0.42857143	1.0	1.0	159	tags=18%, list=4%, signal=18%	
PEROXIDASE ACTIVITY	PEROXIDASE ACTIVITY		13	0.5098285	1.0539894	0.5185185	1.0	1.0	986	tags=54%, list=24%, signal=70%	
PEPTIDOGLYCAN METABOLIC PROCESS	PEPTIDOGLYCAN METABOLIC PROCESS		18	0.38486215	1.0535611	0.40289256	1.0	1.0	1147	tags=44%, list=28%, signal=61%	
SUGAR-PHOSPHATASE ACTIVITY	SUGAR-PHOSPHATASE ACTIVITY		6	0.5843791	1.0510861	0.41086957	1.0	1.0	1260	tags=67%, list=30%, signal=96%	
PILUS	PILUS		30	0.36955664	1.0445266	0.50678736	1.0	1.0	1200	tags=53%, list=29%, signal=74%	
PEPTIDASE ACTIVITY	PEPTIDASE ACTIVITY		83	0.21976773	1.0444204	0.38135594	1.0	1.0	1152	tags=36%, list=28%, signal=49%	
GAMMA-AMINOBUTYRIC ACID CATABOLIC PROCESS	GAMMA-AMINOBUTYRIC ACID CATABOLIC PROCESS		5	0.6178751	1.0440662	0.5535714	1.0	1.0	756	tags=80%, list=18%, signal=98%	
LYSINE BIOSYNTHETIC PROCESS VIA DIAMINOPIMELATE	LYSINE BIOSYNTHETIC PROCESS VIA DIAMINOPIMELATE		12	0.3824289	1.0437951	0.41975307	1.0	1.0	335	tags=25%, list=8%, signal=27%	
NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, TERMINATION	NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, TERMINATION		9	0.59066087	1.0405025	0.41538462	1.0	1.0	468	tags=33%, list=11%, signal=37%	
THIAMINE PYROPHOSPHATE BINDING	THIAMINE PYROPHOSPHATE BINDING		11	0.4482393	1.0403829	0.44212523	1.0	1.0	1014	tags=73%, list=24%, signal=96%	
TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS		65	0.23240773	1.0342242	0.2868421	1.0	1.0	734	tags=23%, list=18%, signal=28%	
RESPONSE TO TEMPERATURE STIMULUS	RESPONSE TO TEMPERATURE STIMULUS		6	0.5036537	1.033701	0.4326087	1.0	1.0	466	tags=33%, list=11%, signal=37%	
CELL ADHESION	CELL ADHESION		37	0.32044584	1.0316703	0.43296704	1.0	1.0	1320	tags=51%, list=32%, signal=75%	
NEGATIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED	NEGATIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED		94	0.21954285	1.0284255	0.3578732	1.0	1.0	946	tags=29%, list=23%, signal=36%	
FATTY ACID METABOLIC PROCESS	FATTY ACID METABOLIC PROCESS		32	0.31886953	1.0266987	0.40208334	1.0	1.0	547	tags=22%, list=13%, signal=25%	
PHOSPHOTRANSFERASE ACTIVITY, FOR OTHER SUBSTITUTED PHOSPHATE GROUPS	PHOSPHOTRANSFERASE ACTIVITY, FOR OTHER SUBSTITUTED PHOSPHATE GROUPS		9	0.43251055	1.0257777	0.44356436	1.0	1.0	1007	tags=33%, list=24%, signal=44%	
TRANSCRIPTION ANTITERMINATION FACTOR ACTIVITY, RNA BINDING	TRANSCRIPTION ANTITERMINATION FACTOR ACTIVITY, RNA BINDING		11	0.51935124	1.0249454	0.5109489	1.0	1.0	468	tags=27%, list=11%, signal=31%	
GLYCEROL CATABOLIC PROCESS	GLYCEROL CATABOLIC PROCESS		9	0.59372026	1.0238962	0.53104925	1.0	1.0	543	tags=33%, list=13%, signal=38%	
PROTEIN HOMOOLIGOMERIZATION	PROTEIN HOMOOLIGOMERIZATION		9	0.40436393	1.0205126	0.41432226	1.0	1.0	39	tags=11%, list=1%, signal=11%	
INTRACELLULAR PH ELEVATION	INTRACELLULAR PH ELEVATION		5	0.7090524	1.0186538	0.5093985	1.0	1.0	115	tags=40%, list=3%, signal=41%	
NUCLEOID	NUCLEOID		16	0.3506114	1.0179952	0.3970894	1.0	1.0	533	tags=31%, list=13%, signal=36%	
ELECTRON TRANSPORT COUPLED PROTON TRANSPORT	ELECTRON TRANSPORT COUPLED PROTON TRANSPORT		9	0.5463113	1.0178473	0.5423387	1.0	1.0	1311	tags=56%, list=32%, signal=81%	
COPPER ION BINDING	COPPER ION BINDING		17	0.5277669	1.0161675	0.58076924	1.0	1.0	1390	tags=82%, list=33%, signal=123%	
SIGMA FACTOR ANTAGONIST ACTIVITY	SIGMA FACTOR ANTAGONIST ACTIVITY		8	0.45419773	1.0153891	0.45322245	1.0	1.0	636	tags=38%, list=15%, signal=44%	
PHOSPHORELAY SENSOR KINASE ACTIVITY	PHOSPHORELAY SENSOR KINASE ACTIVITY		26	0.25737977	1.006547	0.44526902	1.0	1.0	1089	tags=42%, list=26%, signal=57%	
PROTEIN HISTIDINE KINASE ACTIVITY	PROTEIN HISTIDINE KINASE ACTIVITY		26	0.25737977	1.006547	0.44526902	1.0	1.0	1089	tags=42%, list=26%, signal=57%	
PEPTIDYL-HISTIDINE PHOSPHORYLATION	PEPTIDYL-HISTIDINE PHOSPHORYLATION		26	0.2573797	1.0065467	0.44526902	1.0	1.0	1089	tags=42%, list=26%, signal=57%	
CELL OUTER MEMBRANE	CELL OUTER MEMBRANE		111	0.22556382	1.0055934	0.420398	1.0	1.0	280	tags=9%, list=7%, signal=9%	
GLUTATHIONE METABOLIC PROCESS	GLUTATHIONE METABOLIC PROCESS		5	0.6247642	1.0053611	0.521645	1.0	1.0	1512	tags=80%, list=36%, signal=126%	
FORMATE C-ACETYLTRANSFERASE ACTIVITY	FORMATE C-ACETYLTRANSFERASE ACTIVITY		5	0.442471	1.004875	0.48080438	1.0	1.0	757	tags=40%, list=18%, signal=49%	
PROTEIN DISULFIDE ISOMERASE ACTIVITY	PROTEIN DISULFIDE ISOMERASE ACTIVITY		5	0.47411662	1.0021385	0.51244813	1.0	1.0	788	tags=60%, list=19%, signal=74%	
PROTEIN TRANSPORT	PROTEIN TRANSPORT		69	0.27118114	1.0014392	0.424581	1.0	1.0	663	tags=25%, list=16%, signal=29%	
COLANIC ACID BIOSYNTHETIC PROCESS	COLANIC ACID BIOSYNTHETIC PROCESS		11	0.36415628	1.0007174	0.47013488	0.9964954	1.0	1264	tags=45%, list=30%, signal=65%	
FERMENTATION	FERMENTATION		8	0.48637643	0.99953586	0.47083333	0.9937367	1.0	856	tags=50%, list=21%, signal=63%	
DETOXIFICATION OF COPPER ION	DETOXIFICATION OF COPPER ION		6	0.71449244	0.99944824	0.66463417	0.9885553	1.0	1189	tags=100%, list=29%, signal=140%	
PROTEOLYSIS	PROTEOLYSIS		112	0.19267203	0.99918026	0.41386554	0.98388463	1.0	774	tags=22%, list=19%, signal=27%	
DNA-TEMPLATED TRANSCRIPTION, INITIATION	DNA-TEMPLATED TRANSCRIPTION, INITIATION		10	0.42657217	0.9978539	0.57884234	0.9813214	1.0	1180	tags=50%, list=28%, signal=70%	
CELL ADHESION INVOLVED IN BIOFILM FORMATION	CELL ADHESION INVOLVED IN BIOFILM FORMATION		6	0.4978916	0.99540645	0.5173077	0.98183036	1.0	1579	tags=83%, list=38%, signal=134%	
IRON ION TRANSPORT	IRON ION TRANSPORT		9	0.44147435	0.9952634	0.46460176	0.9769521	1.0	44	tags=11%, list=1%, signal=11%	
CARBOHYDRATE KINASE ACTIVITY	CARBOHYDRATE KINASE ACTIVITY		7	0.37181824	0.99515676	0.4945055	0.9721875	1.0	184	tags=14%, list=4%, signal=15%	
RESPONSE TO PH	RESPONSE TO PH		6	0.54541945	0.99437493	0.5	0.968219	1.0	942	tags=67%, list=23%, signal=86%	
NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY		6	0.51026946	0.9931055	0.48453608	0.9665524	1.0	733	tags=50%, list=18%, signal=61%	
TRANSPORT	TRANSPORT		25	0.29431856	0.99256426	0.49043062	0.96306765	1.0	378	tags=12%, list=9%, signal=13%	
POSITIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED	POSITIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED		69	0.26540485	0.9925618	0.50993377	0.9579579	1.0	823	tags=28%, list=20%, signal=34%	
D-GLUCONATE METABOLIC PROCESS	D-GLUCONATE METABOLIC PROCESS		10	0.46949884	0.99080455	0.4990177	0.9570826	1.0	810	tags=40%, list=20%, signal=50%	
ALDEHYDE-LYASE ACTIVITY	ALDEHYDE-LYASE ACTIVITY		13	0.43626446	0.9866593	0.555332	0.9608037	1.0	884	tags=38%, list=21%, signal=49%	
L-SERINE AMMONIA-LYASE ACTIVITY	L-SERINE AMMONIA-LYASE ACTIVITY		5	0.49997723	0.9848391	0.46310434	0.9606203	1.0	288	tags=40%, list=7%, signal=43%	
INTEGRAL COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE	INTEGRAL COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE		11	0.408965	0.9783362	0.4939759	0.96915907	1.0	911	tags=27%, list=22%, signal=35%	
PYRIDOXAL PHOSPHATE BINDING	PYRIDOXAL PHOSPHATE BINDING		57	0.31491658	0.97757953	0.5557895	0.96568704	1.0	335	tags=16%, list=8%, signal=17%	
PHOSPHOLIPID TRANSPORT	PHOSPHOLIPID TRANSPORT		6	0.4194672	0.97717726	0.48565573	0.96220183	1.0	280	tags=17%, list=7%, signal=18%	
L-ASCORBIC ACID CATABOLIC PROCESS	L-ASCORBIC ACID CATABOLIC PROCESS		5	0.5417867	0.97662735	0.58641976	0.95873135	1.0	1259	tags=60%, list=30%, signal=86%	
METABOLIC PROCESS	METABOLIC PROCESS		116	0.25417653	0.9752871	0.53276956	0.9573888	1.0	556	tags=17%, list=13%, signal=19%	
N-ACETYLTRANSFERASE ACTIVITY	N-ACETYLTRANSFERASE ACTIVITY		8	0.46407083	0.97353673	0.5707763	0.9575524	1.0	1111	tags=50%, list=27%, signal=68%	
PROTEIN AUTOPHOSPHORYLATION	PROTEIN AUTOPHOSPHORYLATION		26	0.25324085	0.9715464	0.42281878	0.95654273	1.0	1089	tags=42%, list=26%, signal=57%	
NEGATIVE REGULATION OF CATALYTIC ACTIVITY	NEGATIVE REGULATION OF CATALYTIC ACTIVITY		16	0.32376546	0.96655816	0.48098433	0.9613784	1.0	621	tags=25%, list=15%, signal=29%	
CHROMOSOME CONDENSATION	CHROMOSOME CONDENSATION		6	0.40436333	0.9659152	0.5439252	0.95773125	1.0	869	tags=50%, list=21%, signal=63%	
ENZYME ACTIVATOR ACTIVITY	ENZYME ACTIVATOR ACTIVITY		11	0.33596215	0.96375144	0.4248927	0.9576678	1.0	688	tags=27%, list=17%, signal=33%	
GLUTATHIONE TRANSFERASE ACTIVITY	GLUTATHIONE TRANSFERASE ACTIVITY		5	0.6796479	0.9597051	0.6689815	0.9609507	1.0	69	tags=20%, list=2%, signal=20%	
SEQUENCE-SPECIFIC DNA BINDING	SEQUENCE-SPECIFIC DNA BINDING		93	0.2512897	0.9581597	0.49457702	0.9590639	1.0	714	tags=22%, list=17%, signal=25%	
PROTEIN PEPTIDYL-PROLYL ISOMERIZATION	PROTEIN PEPTIDYL-PROLYL ISOMERIZATION		10	0.36927179	0.9577391	0.5064935	0.95479333	1.0	1125	tags=50%, list=27%, signal=68%	
PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY		10	0.36927179	0.9577391	0.5064935	0.9500432	1.0	1125	tags=50%, list=27%, signal=68%	
PENICILLIN BINDING	PENICILLIN BINDING		11	0.33010724	0.9559141	0.55010223	0.9494022	1.0	1692	tags=82%, list=41%, signal=138%	
ANTIPORTER ACTIVITY	ANTIPORTER ACTIVITY		24	0.27960792	0.9507795	0.58219177	0.95408946	1.0	592	tags=25%, list=14%, signal=29%	
ZINC ION TRANSMEMBRANE TRANSPORT	ZINC ION TRANSMEMBRANE TRANSPORT		6	0.39284703	0.9436775	0.52796423	0.96479875	1.0	1240	tags=33%, list=30%, signal=47%	
NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION	NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION		8	0.3791878	0.94342846	0.5105162	0.96058387	1.0	636	tags=25%, list=15%, signal=29%	
BIOSYNTHETIC PROCESS	BIOSYNTHETIC PROCESS		46	0.23664626	0.9394898	0.44705883	0.9645046	1.0	492	tags=13%, list=12%, signal=15%	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION	REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION		11	0.4047793	0.93835664	0.5553398	0.9622197	1.0	676	tags=27%, list=16%, signal=32%	
HYDROLASE ACTIVITY, ACTING ON CARBON-NITROGEN (BUT NOT PEPTIDE) BONDS, IN LINEAR AMIDES	HYDROLASE ACTIVITY, ACTING ON CARBON-NITROGEN (BUT NOT PEPTIDE) BONDS, IN LINEAR AMIDES		7	0.38346517	0.937416	0.4874477	0.9596877	1.0	162	tags=14%, list=4%, signal=15%	
ALLANTOIN ASSIMILATION PATHWAY	ALLANTOIN ASSIMILATION PATHWAY		5	0.44986504	0.9319823	0.6635514	0.9654057	1.0	367	tags=40%, list=9%, signal=44%	
LYTIC ENDOTRANSGLYCOSYLASE ACTIVITY	LYTIC ENDOTRANSGLYCOSYLASE ACTIVITY		6	0.43419024	0.9313911	0.5824468	0.9619695	1.0	1023	tags=50%, list=25%, signal=66%	
FIMBRIAL USHER PORIN ACTIVITY	FIMBRIAL USHER PORIN ACTIVITY		10	0.3258126	0.9305866	0.49358973	0.95911247	1.0	136	tags=10%, list=3%, signal=10%	
CYTOPLASM	CYTOPLASM		797	0.17818591	0.92820877	0.6225352	0.95935595	1.0	566	tags=15%, list=14%, signal=14%	
CELL SEPTUM	CELL SEPTUM		5	0.47117338	0.9252426	0.51655626	0.9612353	1.0	983	tags=40%, list=24%, signal=52%	
TRANSFERASE ACTIVITY, TRANSFERRING GLYCOSYL GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING GLYCOSYL GROUPS		59	0.27666876	0.9252079	0.50840336	0.9568044	1.0	294	tags=8%, list=7%, signal=9%	
CELLULAR RESPONSE TO ACIDIC PH	CELLULAR RESPONSE TO ACIDIC PH		9	0.38152632	0.9153518	0.60897434	0.9718368	1.0	902	tags=56%, list=22%, signal=71%	
CELLULAR COPPER ION HOMEOSTASIS	CELLULAR COPPER ION HOMEOSTASIS		5	0.7143202	0.91523546	0.805492	0.9676917	1.0	1189	tags=100%, list=29%, signal=140%	
SINGLE-STRANDED DNA BINDING	SINGLE-STRANDED DNA BINDING		21	0.31882438	0.91020834	0.6025641	0.97371304	1.0	611	tags=29%, list=15%, signal=33%	
PORIN ACTIVITY	PORIN ACTIVITY		17	0.37360153	0.9005358	0.54323727	0.9894224	1.0	280	tags=12%, list=7%, signal=13%	
PUTRESCINE CATABOLIC PROCESS	PUTRESCINE CATABOLIC PROCESS		10	0.35877487	0.8956866	0.6396917	0.99371505	1.0	565	tags=30%, list=14%, signal=35%	
PORE COMPLEX	PORE COMPLEX		16	0.37785068	0.8950644	0.53610504	0.9905218	1.0	280	tags=13%, list=7%, signal=13%	
CELL WALL ORGANIZATION	CELL WALL ORGANIZATION		67	0.2146936	0.89367944	0.6016427	0.9889718	1.0	549	tags=15%, list=13%, signal=17%	
PROTEIN REPAIR	PROTEIN REPAIR		10	0.36110207	0.8931541	0.5814889	0.9854832	1.0	630	tags=20%, list=15%, signal=24%	
CARBOHYDRATE METABOLIC PROCESS	CARBOHYDRATE METABOLIC PROCESS		140	0.2886826	0.89288956	0.62882096	0.98161423	1.0	235	tags=9%, list=6%, signal=10%	
METAL ION TRANSPORT	METAL ION TRANSPORT		7	0.39137605	0.89223933	0.6142558	0.9785683	1.0	163	tags=14%, list=4%, signal=15%	
MEMBRANE	MEMBRANE		1139	0.17724404	0.8918136	0.8098361	0.9755064	1.0	739	tags=18%, list=18%, signal=16%	
POTASSIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY	POTASSIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY		6	0.42201144	0.8893451	0.6216216	0.975825	1.0	306	tags=17%, list=7%, signal=18%	
PLASMA MEMBRANE PROTEIN COMPLEX	PLASMA MEMBRANE PROTEIN COMPLEX		6	0.466425	0.887994	0.6373874	0.9738925	1.0	858	tags=50%, list=21%, signal=63%	
REGULATION OF GENE EXPRESSION	REGULATION OF GENE EXPRESSION		21	0.31616133	0.8814135	0.78614455	0.98288184	1.0	468	tags=14%, list=11%, signal=16%	
PROTEIN HOMOTETRAMERIZATION	PROTEIN HOMOTETRAMERIZATION		56	0.25888246	0.87806445	0.6954644	0.9847559	1.0	625	tags=23%, list=15%, signal=27%	
POSITIVE REGULATION OF CATALYTIC ACTIVITY	POSITIVE REGULATION OF CATALYTIC ACTIVITY		14	0.28650808	0.8772869	0.62580645	0.9823471	1.0	1000	tags=36%, list=24%, signal=47%	
DIPEPTIDE TRANSMEMBRANE TRANSPORT	DIPEPTIDE TRANSMEMBRANE TRANSPORT		18	0.31143174	0.8772323	0.50731707	0.97823346	1.0	615	tags=39%, list=15%, signal=45%	
DIPEPTIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	DIPEPTIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		18	0.31143174	0.8772323	0.50731707	0.97401685	1.0	615	tags=39%, list=15%, signal=45%	
CARBOXY-LYASE ACTIVITY	CARBOXY-LYASE ACTIVITY		23	0.2787159	0.8758511	0.56236327	0.9728871	1.0	867	tags=39%, list=21%, signal=49%	
CATALYTIC ACTIVITY	CATALYTIC ACTIVITY		399	0.22091508	0.87178934	0.7307692	0.9753325	1.0	759	tags=21%, list=18%, signal=24%	
PILUS ORGANIZATION	PILUS ORGANIZATION		33	0.30625793	0.87050414	0.702	0.9742362	1.0	1200	tags=39%, list=29%, signal=55%	
TRANSAMINASE ACTIVITY	TRANSAMINASE ACTIVITY		22	0.29327762	0.8704996	0.7587629	0.9701632	1.0	560	tags=23%, list=13%, signal=26%	
PLASMA MEMBRANE	PLASMA MEMBRANE		1056	0.17392245	0.86911327	0.77160496	0.96869546	1.0	739	tags=19%, list=18%, signal=17%	
LIPOPROTEIN LOCALIZATION TO OUTER MEMBRANE	LIPOPROTEIN LOCALIZATION TO OUTER MEMBRANE		5	0.41474584	0.86710733	0.556	0.96842617	1.0	858	tags=60%, list=21%, signal=76%	
IRON ION BINDING	IRON ION BINDING		57	0.25603747	0.8639777	0.6487119	0.97059363	1.0	88	tags=7%, list=2%, signal=7%	
OXIDOREDUCTASE ACTIVITY	OXIDOREDUCTASE ACTIVITY		337	0.27472568	0.8638997	0.6038544	0.9666432	1.0	852	tags=29%, list=21%, signal=33%	
NADP BINDING	NADP BINDING		30	0.25242	0.8597681	0.6646091	0.9686498	1.0	407	tags=20%, list=10%, signal=22%	
PHOSPHORELAY RESPONSE REGULATOR ACTIVITY	PHOSPHORELAY RESPONSE REGULATOR ACTIVITY		24	0.23785356	0.85942227	0.74636173	0.96514505	1.0	903	tags=42%, list=22%, signal=53%	
ENZYME BINDING	ENZYME BINDING		10	0.28596923	0.85690665	0.60888886	0.9652027	1.0	1144	tags=40%, list=28%, signal=55%	
IDENTICAL PROTEIN BINDING	IDENTICAL PROTEIN BINDING		384	0.16865942	0.8539662	0.7007673	0.9660182	1.0	1006	tags=26%, list=24%, signal=32%	
DEPHOSPHORYLATION	DEPHOSPHORYLATION		43	0.2554933	0.85293454	0.7239819	0.96374226	1.0	530	tags=16%, list=13%, signal=18%	
PROTEIN IMPORT	PROTEIN IMPORT		5	0.35034746	0.85186857	0.5858586	0.9617213	1.0	1710	tags=80%, list=41%, signal=136%	
CARBOXYLIC ESTER HYDROLASE ACTIVITY	CARBOXYLIC ESTER HYDROLASE ACTIVITY		11	0.2671275	0.8516707	0.58295965	0.9580555	1.0	1204	tags=45%, list=29%, signal=64%	
TRNA WOBBLE POSITION URIDINE THIOLATION	TRNA WOBBLE POSITION URIDINE THIOLATION		6	0.4015787	0.8463616	0.6514286	0.96463287	1.0	338	tags=17%, list=8%, signal=18%	
NITROGEN COMPOUND TRANSPORT	NITROGEN COMPOUND TRANSPORT		16	0.3932988	0.84624326	0.7619048	0.96098584	1.0	888	tags=38%, list=21%, signal=48%	
ARGININE BIOSYNTHETIC PROCESS VIA ORNITHINE	ARGININE BIOSYNTHETIC PROCESS VIA ORNITHINE		8	0.44493854	0.8449636	0.6187364	0.95867777	1.0	578	tags=25%, list=14%, signal=29%	
OXIDATION-REDUCTION PROCESS	OXIDATION-REDUCTION PROCESS		425	0.24575391	0.8433598	0.66875	0.9573533	1.0	860	tags=26%, list=21%, signal=30%	
PEPTIDOGLYCAN TURNOVER	PEPTIDOGLYCAN TURNOVER		14	0.2934757	0.84167355	0.5833333	0.9559151	1.0	549	tags=29%, list=13%, signal=33%	
CYSTEINE EXPORT ACROSS PLASMA MEMBRANE	CYSTEINE EXPORT ACROSS PLASMA MEMBRANE		5	0.4400967	0.8414951	0.65217394	0.952465	1.0	1128	tags=80%, list=27%, signal=110%	
LYTIC TRANSGLYCOSYLASE ACTIVITY	LYTIC TRANSGLYCOSYLASE ACTIVITY		7	0.40367004	0.8403356	0.5643341	0.95113033	1.0	1138	tags=57%, list=27%, signal=79%	
HEME TRANSPORTER ACTIVITY	HEME TRANSPORTER ACTIVITY		6	0.47475523	0.83074266	0.6455939	0.96171993	1.0	615	tags=33%, list=15%, signal=39%	
PHOSPHOTRANSFERASE ACTIVITY, PHOSPHATE GROUP AS ACCEPTOR	PHOSPHOTRANSFERASE ACTIVITY, PHOSPHATE GROUP AS ACCEPTOR		8	0.34846473	0.8241092	0.65929204	0.96899223	1.0	596	tags=38%, list=14%, signal=44%	
NUCLEOSIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	NUCLEOSIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		7	0.35189506	0.8209454	0.64652014	0.9701162	1.0	254	tags=14%, list=6%, signal=15%	
NUCLEOSIDE TRANSMEMBRANE TRANSPORT	NUCLEOSIDE TRANSMEMBRANE TRANSPORT		7	0.35189506	0.8209454	0.64652014	0.9663561	1.0	254	tags=14%, list=6%, signal=15%	
3 IRON, 4 SULFUR CLUSTER BINDING	3 IRON, 4 SULFUR CLUSTER BINDING		8	0.3860435	0.8176621	0.6988189	0.96841586	1.0	680	tags=50%, list=16%, signal=60%	
COA-TRANSFERASE ACTIVITY	COA-TRANSFERASE ACTIVITY		5	0.4214789	0.81475925	0.73833674	0.96993846	1.0	77	tags=20%, list=2%, signal=20%	
INTEGRAL COMPONENT OF MEMBRANE	INTEGRAL COMPONENT OF MEMBRANE		883	0.16348355	0.81441844	0.908805	0.9666475	1.0	727	tags=17%, list=18%, signal=17%	
DIAMINOPIMELATE BIOSYNTHETIC PROCESS	DIAMINOPIMELATE BIOSYNTHETIC PROCESS		5	0.39628398	0.8133164	0.6304762	0.96453315	1.0	319	tags=20%, list=8%, signal=22%	
RESPONSE TO COPPER ION	RESPONSE TO COPPER ION		11	0.4423892	0.8114477	0.7916667	0.9635381	1.0	1388	tags=82%, list=33%, signal=123%	
AEROBIC RESPIRATION	AEROBIC RESPIRATION		25	0.37384468	0.81083024	0.648855	0.9606639	1.0	1107	tags=48%, list=27%, signal=65%	
ELECTRON TRANSFER ACTIVITY	ELECTRON TRANSFER ACTIVITY		85	0.24776308	0.8035761	0.6965812	0.9676117	1.0	1075	tags=36%, list=26%, signal=48%	
PROTEIN FOLDING	PROTEIN FOLDING		29	0.2868934	0.79602575	0.6423983	0.9746768	1.0	334	tags=17%, list=8%, signal=19%	
PHOSPHOTRANSFERASE ACTIVITY, ALCOHOL GROUP AS ACCEPTOR	PHOSPHOTRANSFERASE ACTIVITY, ALCOHOL GROUP AS ACCEPTOR		24	0.2693107	0.79112333	0.7330416	0.9778992	1.0	199	tags=13%, list=5%, signal=13%	
COENZYME BINDING	COENZYME BINDING		10	0.30992034	0.79040813	0.6459627	0.9750821	1.0	2868	tags=100%, list=69%, signal=322%	
CATION TRANSPORT	CATION TRANSPORT		14	0.27392784	0.79011446	0.7114968	0.9721127	1.0	634	tags=29%, list=15%, signal=34%	
PERIPLASMIC SIDE OF CELL OUTER MEMBRANE	PERIPLASMIC SIDE OF CELL OUTER MEMBRANE		5	0.41536102	0.7862127	0.73896354	0.97375745	1.0	1130	tags=60%, list=27%, signal=82%	
BACTERIAL-TYPE RNA POLYMERASE CORE PROMOTER SEQUENCE-SPECIFIC DNA BINDING	BACTERIAL-TYPE RNA POLYMERASE CORE PROMOTER SEQUENCE-SPECIFIC DNA BINDING		5	0.35389623	0.7839228	0.73636365	0.97337896	1.0	152	tags=20%, list=4%, signal=21%	
NAD BINDING	NAD BINDING		42	0.2766169	0.78367245	0.6659878	0.970375	1.0	1132	tags=40%, list=27%, signal=55%	
RESPIRATORY ELECTRON TRANSPORT CHAIN	RESPIRATORY ELECTRON TRANSPORT CHAIN		13	0.33318222	0.7834888	0.8051948	0.9670494	1.0	1311	tags=62%, list=32%, signal=90%	
ACYL-COA DEHYDROGENASE ACTIVITY	ACYL-COA DEHYDROGENASE ACTIVITY		5	0.38004982	0.77502924	0.7510548	0.97556883	1.0	644	tags=40%, list=16%, signal=47%	
DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY		193	0.18777911	0.77235276	0.7735849	0.97558844	1.0	953	tags=27%, list=23%, signal=34%	
METALLOPEPTIDASE ACTIVITY	METALLOPEPTIDASE ACTIVITY		34	0.21500233	0.7712541	0.79588336	0.9739953	1.0	774	tags=24%, list=19%, signal=29%	
CHAPERONE BINDING	CHAPERONE BINDING		9	0.39166462	0.7699109	0.84757507	0.97214997	1.0	22	tags=11%, list=1%, signal=11%	
ELECTRON TRANSPORT CHAIN	ELECTRON TRANSPORT CHAIN		68	0.22780648	0.7673208	0.8865248	0.9725276	1.0	1059	tags=34%, list=25%, signal=45%	
RESPONSE TO STARVATION	RESPONSE TO STARVATION		8	0.31585553	0.7652659	0.703252	0.9714344	1.0	468	tags=25%, list=11%, signal=28%	
DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY	DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY		34	0.20095599	0.7592647	0.9308756	0.9755815	1.0	1229	tags=44%, list=30%, signal=62%	
5'-NUCLEOTIDASE ACTIVITY	5'-NUCLEOTIDASE ACTIVITY		5	0.31027007	0.7588549	0.8733706	0.97253656	1.0	2865	tags=100%, list=69%, signal=322%	
PROTEIN TARGETING	PROTEIN TARGETING		8	0.35673034	0.75685495	0.744403	0.9718452	1.0	45	tags=13%, list=1%, signal=13%	
