NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
LIPID A BIOSYNTHETIC PROCESS	LIPID A BIOSYNTHETIC PROCESS		24	0.41333544	1.1554241	0.31390977	0.8824614	1.0	600	tags=29%, list=14%, signal=34%	
BACTERIOCIN TRANSPORT	BACTERIOCIN TRANSPORT		9	0.5589864	1.1525726	0.34	0.88507926	1.0	464	tags=44%, list=11%, signal=50%	
TRNA PSEUDOURIDINE SYNTHASE ACTIVITY	TRNA PSEUDOURIDINE SYNTHASE ACTIVITY		5	0.674809	1.1506935	0.3456562	0.88460606	1.0	819	tags=40%, list=20%, signal=50%	
PROTEIN DEPHOSPHORYLATION	PROTEIN DEPHOSPHORYLATION		16	0.36657533	1.1493777	0.27272728	0.88232756	1.0	944	tags=31%, list=23%, signal=40%	
ENTEROBACTIN BIOSYNTHETIC PROCESS	ENTEROBACTIN BIOSYNTHETIC PROCESS		8	0.7016197	1.1419582	0.34631148	0.8987254	1.0	1217	tags=88%, list=29%, signal=124%	
NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION	NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION		8	0.46965984	1.1412505	0.26335877	0.89478844	1.0	420	tags=25%, list=10%, signal=28%	
LACTOSE TRANSPORT	LACTOSE TRANSPORT		5	0.6158699	1.1387888	0.34392524	0.89601165	1.0	432	tags=40%, list=10%, signal=45%	
POTASSIUM ION TRANSMEMBRANE TRANSPORT	POTASSIUM ION TRANSMEMBRANE TRANSPORT		16	0.4927534	1.1358508	0.35882354	0.8989069	1.0	879	tags=50%, list=21%, signal=63%	
LIGASE ACTIVITY, FORMING CARBON-NITROGEN BONDS	LIGASE ACTIVITY, FORMING CARBON-NITROGEN BONDS		6	0.46163404	1.1357219	0.2826087	0.8930106	1.0	247	tags=33%, list=6%, signal=35%	
ENZYME ACTIVATOR ACTIVITY	ENZYME ACTIVATOR ACTIVITY		11	0.44886228	1.1321849	0.34879407	0.89718837	1.0	610	tags=27%, list=15%, signal=32%	
REGULATION OF SINGLE-SPECIES BIOFILM FORMATION	REGULATION OF SINGLE-SPECIES BIOFILM FORMATION		5	0.5866003	1.1270347	0.34980989	0.9067675	1.0	32	tags=20%, list=1%, signal=20%	
L-SERINE CATABOLIC PROCESS	L-SERINE CATABOLIC PROCESS		5	0.5317263	1.1223044	0.2982456	0.91519445	1.0	19	tags=20%, list=0%, signal=20%	
REGULATION OF CATALYTIC ACTIVITY	REGULATION OF CATALYTIC ACTIVITY		8	0.494208	1.1221021	0.36454183	0.90960646	1.0	37	tags=13%, list=1%, signal=13%	
DIPEPTIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	DIPEPTIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		18	0.3705289	1.1194642	0.31768954	0.9117962	1.0	840	tags=50%, list=20%, signal=62%	
DIPEPTIDE TRANSMEMBRANE TRANSPORT	DIPEPTIDE TRANSMEMBRANE TRANSPORT		18	0.37052882	1.1194638	0.31768954	0.9057176	1.0	840	tags=50%, list=20%, signal=62%	
NUCLEOSIDE-TRIPHOSPHATE DIPHOSPHATASE ACTIVITY	NUCLEOSIDE-TRIPHOSPHATE DIPHOSPHATASE ACTIVITY		5	0.57354826	1.1134814	0.3813084	0.9171886	1.0	844	tags=40%, list=20%, signal=50%	
PERIPLASMIC SPACE	PERIPLASMIC SPACE		176	0.31070173	1.1117618	0.33208954	0.9162411	1.0	508	tags=23%, list=12%, signal=25%	
CELLULAR RESPONSE TO PHOSPHATE STARVATION	CELLULAR RESPONSE TO PHOSPHATE STARVATION		7	0.4948438	1.1065907	0.3501006	0.9253265	1.0	567	tags=29%, list=14%, signal=33%	
NAD BIOSYNTHETIC PROCESS	NAD BIOSYNTHETIC PROCESS		9	0.42582437	1.1060301	0.34394905	0.9208905	1.0	1314	tags=67%, list=32%, signal=97%	
NAD(P)H DEHYDROGENASE (QUINONE) ACTIVITY	NAD(P)H DEHYDROGENASE (QUINONE) ACTIVITY		5	0.59486246	1.103933	0.38791424	0.92095834	1.0	1008	tags=40%, list=24%, signal=53%	
GLUTATHIONE TRANSMEMBRANE TRANSPORT	GLUTATHIONE TRANSMEMBRANE TRANSPORT		5	0.6479586	1.1013716	0.40833333	0.9222178	1.0	1200	tags=80%, list=29%, signal=112%	
PROTEIN TRANSPORT	PROTEIN TRANSPORT		69	0.30510828	1.1008478	0.34615386	0.9178275	1.0	840	tags=32%, list=20%, signal=39%	
CELL REDOX HOMEOSTASIS	CELL REDOX HOMEOSTASIS		20	0.4108106	1.0967838	0.37728193	0.92409056	1.0	1235	tags=45%, list=30%, signal=64%	
ORGANIC PHOSPHONATE CATABOLIC PROCESS	ORGANIC PHOSPHONATE CATABOLIC PROCESS		8	0.53864735	1.0938556	0.3810316	0.9267767	1.0	583	tags=38%, list=14%, signal=44%	
REMOVAL OF SUPEROXIDE RADICALS	REMOVAL OF SUPEROXIDE RADICALS		5	0.60386646	1.092001	0.4181818	0.92588747	1.0	193	tags=20%, list=5%, signal=21%	
RIBOSOME BINDING	RIBOSOME BINDING		27	0.42775142	1.0906713	0.4047619	0.92366683	1.0	595	tags=30%, list=14%, signal=34%	
CATION TRANSPORT	CATION TRANSPORT		14	0.42336935	1.0869613	0.3984526	0.92781717	1.0	854	tags=50%, list=21%, signal=63%	
PHOSPHOLIPID TRANSPORT	PHOSPHOLIPID TRANSPORT		6	0.53284377	1.0841942	0.4008439	0.9295481	1.0	211	tags=33%, list=5%, signal=35%	
RESPONSE TO COPPER ION	RESPONSE TO COPPER ION		11	0.58695924	1.0822077	0.46090534	0.929151	1.0	1557	tags=91%, list=37%, signal=145%	
DETOXIFICATION OF COPPER ION	DETOXIFICATION OF COPPER ION		6	0.7255847	1.0783639	0.44373673	0.9345832	1.0	1143	tags=100%, list=28%, signal=138%	
NITRATE REDUCTASE COMPLEX	NITRATE REDUCTASE COMPLEX		6	0.6399954	1.0739431	0.4451477	0.940785	1.0	1040	tags=67%, list=25%, signal=89%	
ISOPRENOID BIOSYNTHETIC PROCESS	ISOPRENOID BIOSYNTHETIC PROCESS		11	0.47091013	1.0730512	0.41897234	0.9376259	1.0	976	tags=55%, list=24%, signal=71%	
ACYL-COA HYDROLASE ACTIVITY	ACYL-COA HYDROLASE ACTIVITY		5	0.57438886	1.0726782	0.44280443	0.93290675	1.0	634	tags=60%, list=15%, signal=71%	
CELL WALL MACROMOLECULE CATABOLIC PROCESS	CELL WALL MACROMOLECULE CATABOLIC PROCESS		6	0.53264755	1.06931	0.42395437	0.9363006	1.0	614	tags=33%, list=15%, signal=39%	
N-ACETYLTRANSFERASE ACTIVITY	N-ACETYLTRANSFERASE ACTIVITY		8	0.44012445	1.0605426	0.41921398	0.95417243	1.0	882	tags=50%, list=21%, signal=63%	
CARBOHYDRATE:PROTON SYMPORTER ACTIVITY	CARBOHYDRATE:PROTON SYMPORTER ACTIVITY		14	0.43647292	1.056454	0.4123506	0.9597805	1.0	465	tags=36%, list=11%, signal=40%	
IRON ION TRANSPORT	IRON ION TRANSPORT		9	0.4788473	1.0548701	0.44820717	0.9581441	1.0	519	tags=33%, list=12%, signal=38%	
CYSTEINE-TYPE PEPTIDASE ACTIVITY	CYSTEINE-TYPE PEPTIDASE ACTIVITY		6	0.4631314	1.0499758	0.4032258	0.96536046	1.0	733	tags=50%, list=18%, signal=61%	
CELLULAR COPPER ION HOMEOSTASIS	CELLULAR COPPER ION HOMEOSTASIS		5	0.728785	1.0473362	0.45	0.96643835	1.0	1129	tags=100%, list=27%, signal=137%	
RECOMBINASE ACTIVITY	RECOMBINASE ACTIVITY		5	0.55330175	1.0463089	0.4123314	0.96365297	1.0	916	tags=80%, list=22%, signal=103%	
COPPER ION TRANSPORT	COPPER ION TRANSPORT		5	0.66393447	1.04035	0.5221053	0.9732346	1.0	1398	tags=100%, list=34%, signal=151%	
EFFLUX TRANSMEMBRANE TRANSPORTER ACTIVITY	EFFLUX TRANSMEMBRANE TRANSPORTER ACTIVITY		17	0.36293805	1.0376204	0.42801556	0.9746467	1.0	1129	tags=47%, list=27%, signal=64%	
LIPOPOLYSACCHARIDE BIOSYNTHETIC PROCESS	LIPOPOLYSACCHARIDE BIOSYNTHETIC PROCESS		63	0.39505738	1.034265	0.48971963	0.9775165	1.0	707	tags=27%, list=17%, signal=32%	
MONOOXYGENASE ACTIVITY	MONOOXYGENASE ACTIVITY		6	0.48341277	1.0270357	0.45192307	0.9901474	1.0	62	tags=17%, list=1%, signal=17%	
SIGMA FACTOR ANTAGONIST ACTIVITY	SIGMA FACTOR ANTAGONIST ACTIVITY		8	0.4533326	1.0248839	0.45048544	0.9898738	1.0	420	tags=25%, list=10%, signal=28%	
D-ALANINE BIOSYNTHETIC PROCESS	D-ALANINE BIOSYNTHETIC PROCESS		5	0.50072235	1.024684	0.45957446	0.984912	1.0	891	tags=60%, list=21%, signal=76%	
EXTRINSIC COMPONENT OF CYTOPLASMIC SIDE OF PLASMA MEMBRANE	EXTRINSIC COMPONENT OF CYTOPLASMIC SIDE OF PLASMA MEMBRANE		12	0.40037018	1.0238152	0.44573644	0.9816222	1.0	907	tags=33%, list=22%, signal=43%	
PEPTIDOGLYCAN BINDING	PEPTIDOGLYCAN BINDING		6	0.532969	1.0236378	0.5175781	0.97664917	1.0	1340	tags=67%, list=32%, signal=98%	
NAD+ BINDING	NAD+ BINDING		8	0.41161945	1.021339	0.4471698	0.97701806	1.0	552	tags=25%, list=13%, signal=29%	
CARBOHYDRATE DERIVATIVE METABOLIC PROCESS	CARBOHYDRATE DERIVATIVE METABOLIC PROCESS		12	0.35626158	1.021042	0.45346534	0.9724398	1.0	357	tags=17%, list=9%, signal=18%	
L-SERINE AMMONIA-LYASE ACTIVITY	L-SERINE AMMONIA-LYASE ACTIVITY		5	0.48951066	1.0207366	0.43696028	0.9679285	1.0	19	tags=20%, list=0%, signal=20%	
DNA DEALKYLATION INVOLVED IN DNA REPAIR	DNA DEALKYLATION INVOLVED IN DNA REPAIR		5	0.4963382	1.0201337	0.4539749	0.9641962	1.0	924	tags=40%, list=22%, signal=51%	
RIBOSOMAL SMALL SUBUNIT BINDING	RIBOSOMAL SMALL SUBUNIT BINDING		11	0.3967948	1.015541	0.44781783	0.9699882	1.0	595	tags=27%, list=14%, signal=32%	
CELLULAR RESPONSE TO HYDROGEN PEROXIDE	CELLULAR RESPONSE TO HYDROGEN PEROXIDE		10	0.47969553	1.0144024	0.48255813	0.96778494	1.0	1005	tags=50%, list=24%, signal=66%	
INTEGRAL COMPONENT OF PLASMA MEMBRANE	INTEGRAL COMPONENT OF PLASMA MEMBRANE		500	0.22439711	1.0077477	0.454698	0.97846866	1.0	674	tags=20%, list=16%, signal=21%	
ATPASE ACTIVITY	ATPASE ACTIVITY		117	0.24440664	1.0045264	0.47288135	0.9808293	1.0	805	tags=24%, list=19%, signal=29%	
ACETYLTRANSFERASE ACTIVITY	ACETYLTRANSFERASE ACTIVITY		10	0.39055768	1.0041378	0.46837944	0.9766521	1.0	189	tags=20%, list=5%, signal=21%	
SULFATE TRANSPORT	SULFATE TRANSPORT		7	0.56940436	1.0034232	0.5009634	0.97330433	1.0	1476	tags=57%, list=36%, signal=88%	
SULFATE TRANSMEMBRANE TRANSPORT	SULFATE TRANSMEMBRANE TRANSPORT		7	0.56940436	1.0034232	0.5009634	0.9682873	1.0	1476	tags=57%, list=36%, signal=88%	
PROTOPORPHYRINOGEN IX BIOSYNTHETIC PROCESS	PROTOPORPHYRINOGEN IX BIOSYNTHETIC PROCESS		9	0.33993545	1.0014845	0.4249012	0.9678366	1.0	310	tags=11%, list=7%, signal=12%	
TRANSFERASE ACTIVITY	TRANSFERASE ACTIVITY		532	0.20083137	0.9931341	0.4621072	0.981898	1.0	827	tags=19%, list=20%, signal=21%	
ARGININE BIOSYNTHETIC PROCESS VIA ORNITHINE	ARGININE BIOSYNTHETIC PROCESS VIA ORNITHINE		8	0.5057889	0.9885569	0.5252525	0.9872224	1.0	586	tags=38%, list=14%, signal=44%	
CELL ADHESION INVOLVED IN BIOFILM FORMATION	CELL ADHESION INVOLVED IN BIOFILM FORMATION		6	0.4697991	0.9847648	0.5177165	0.9904066	1.0	204	tags=17%, list=5%, signal=18%	
PEROXIREDOXIN ACTIVITY	PEROXIREDOXIN ACTIVITY		6	0.47698167	0.98220146	0.48240167	0.99107677	1.0	447	tags=33%, list=11%, signal=37%	
PROTEIN DISULFIDE OXIDOREDUCTASE ACTIVITY	PROTEIN DISULFIDE OXIDOREDUCTASE ACTIVITY		13	0.32255518	0.9813097	0.442	0.9882227	1.0	1242	tags=46%, list=30%, signal=66%	
BASE-EXCISION REPAIR	BASE-EXCISION REPAIR		9	0.362137	0.97628915	0.48565966	0.99472696	1.0	866	tags=33%, list=21%, signal=42%	
ALDEHYDE DEHYDROGENASE (NAD+) ACTIVITY	ALDEHYDE DEHYDROGENASE (NAD+) ACTIVITY		5	0.5540668	0.97539705	0.5294118	0.9917503	1.0	837	tags=60%, list=20%, signal=75%	
ARGININE CATABOLIC PROCESS TO GLUTAMATE	ARGININE CATABOLIC PROCESS TO GLUTAMATE		5	0.67808443	0.9730856	0.5742754	0.99195075	1.0	837	tags=60%, list=20%, signal=75%	
ARGININE CATABOLIC PROCESS TO SUCCINATE	ARGININE CATABOLIC PROCESS TO SUCCINATE		5	0.67808443	0.9730856	0.5742754	0.9870883	1.0	837	tags=60%, list=20%, signal=75%	
RESPONSE TO PH	RESPONSE TO PH		6	0.5400582	0.9703762	0.5662432	0.9883756	1.0	98	tags=17%, list=2%, signal=17%	
PYRIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS	PYRIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS		8	0.33503383	0.9644055	0.4969819	0.9966082	1.0	1314	tags=63%, list=32%, signal=91%	
GLUCONEOGENESIS	GLUCONEOGENESIS		14	0.40274015	0.96376765	0.50389105	0.9930866	1.0	151	tags=14%, list=4%, signal=15%	
TRANSPORTER COMPLEX	TRANSPORTER COMPLEX		7	0.5163479	0.96375215	0.64522415	0.9883255	1.0	1130	tags=29%, list=27%, signal=39%	
TRANSMEMBRANE TRANSPORT	TRANSMEMBRANE TRANSPORT		340	0.22517765	0.96241003	0.54642856	0.98658687	1.0	901	tags=26%, list=22%, signal=31%	
RESPONSE TO ACID CHEMICAL	RESPONSE TO ACID CHEMICAL		5	0.47470438	0.961263	0.50094515	0.98446125	1.0	625	tags=40%, list=15%, signal=47%	
MALTOSE TRANSPORT	MALTOSE TRANSPORT		8	0.5141842	0.9570292	0.5378486	0.9890654	1.0	1649	tags=75%, list=40%, signal=124%	
TRANSCRIPTION REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING	TRANSCRIPTION REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING		57	0.23122098	0.9542858	0.5246212	0.9903733	1.0	277	tags=12%, list=7%, signal=13%	
TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS OTHER THAN AMINO-ACYL GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS OTHER THAN AMINO-ACYL GROUPS		24	0.2868666	0.95087415	0.5449438	0.99286836	1.0	523	tags=17%, list=13%, signal=19%	
ANTIPORTER ACTIVITY	ANTIPORTER ACTIVITY		24	0.34360775	0.94033146	0.58018017	1.0	1.0	400	tags=21%, list=10%, signal=23%	
ENTEROBACTERIAL COMMON ANTIGEN BIOSYNTHETIC PROCESS	ENTEROBACTERIAL COMMON ANTIGEN BIOSYNTHETIC PROCESS		10	0.55028915	0.9388661	0.6158301	1.0	1.0	1309	tags=60%, list=32%, signal=87%	
HYDROLASE ACTIVITY, ACTING ON GLYCOSYL BONDS	HYDROLASE ACTIVITY, ACTING ON GLYCOSYL BONDS		37	0.28836358	0.935153	0.5884692	1.0	1.0	734	tags=22%, list=18%, signal=26%	
OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, NAD(P)H AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN	OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, NAD(P)H AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN		6	0.42357016	0.93029183	0.5479452	1.0	1.0	637	tags=33%, list=15%, signal=39%	
MALTODEXTRIN TRANSPORT	MALTODEXTRIN TRANSPORT		5	0.6489875	0.9301751	0.6257089	1.0	1.0	1460	tags=100%, list=35%, signal=154%	
RESPONSE TO OXIDATIVE STRESS	RESPONSE TO OXIDATIVE STRESS		46	0.3279543	0.9293906	0.5766283	1.0	1.0	263	tags=15%, list=6%, signal=16%	
PROTEIN SERINE/THREONINE KINASE ACTIVITY	PROTEIN SERINE/THREONINE KINASE ACTIVITY		5	0.49170253	0.92791766	0.628692	1.0	1.0	14	tags=20%, list=0%, signal=20%	
DEPHOSPHORYLATION	DEPHOSPHORYLATION		43	0.26822633	0.9221551	0.5922131	1.0	1.0	1043	tags=28%, list=25%, signal=37%	
CELL POLE	CELL POLE		9	0.45136064	0.9193865	0.62955856	1.0	1.0	214	tags=33%, list=5%, signal=35%	
GALACTOSE METABOLIC PROCESS	GALACTOSE METABOLIC PROCESS		6	0.5410263	0.9190618	0.6503198	1.0	1.0	1057	tags=67%, list=25%, signal=89%	
FERRIC IRON BINDING	FERRIC IRON BINDING		6	0.40935576	0.9159087	0.53360486	1.0	1.0	962	tags=50%, list=23%, signal=65%	
TRANSPOSITION	TRANSPOSITION		5	0.4330434	0.9146495	0.5868263	1.0	1.0	1047	tags=40%, list=25%, signal=53%	
POTASSIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY	POTASSIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY		6	0.45873874	0.9143601	0.60037524	1.0	1.0	879	tags=50%, list=21%, signal=63%	
DNA RECOMBINATION	DNA RECOMBINATION		52	0.2423246	0.9121471	0.5693431	1.0	1.0	618	tags=19%, list=15%, signal=22%	
CELL SEPTUM	CELL SEPTUM		5	0.49555537	0.9119256	0.6575592	1.0	1.0	1671	tags=80%, list=40%, signal=134%	
GLYCOGEN METABOLIC PROCESS	GLYCOGEN METABOLIC PROCESS		5	0.5925498	0.91047704	0.6942675	1.0	1.0	489	tags=40%, list=12%, signal=45%	
DNA DUPLEX UNWINDING	DNA DUPLEX UNWINDING		13	0.36389723	0.90869844	0.6031128	1.0	1.0	894	tags=31%, list=22%, signal=39%	
POSITIVE REGULATION OF CATALYTIC ACTIVITY	POSITIVE REGULATION OF CATALYTIC ACTIVITY		14	0.33323875	0.9078365	0.5641509	0.99757326	1.0	610	tags=21%, list=15%, signal=25%	
LIPID CATABOLIC PROCESS	LIPID CATABOLIC PROCESS		11	0.38893193	0.8933998	0.6236786	1.0	1.0	565	tags=27%, list=14%, signal=31%	
THREONINE BIOSYNTHETIC PROCESS	THREONINE BIOSYNTHETIC PROCESS		6	0.4086154	0.89175236	0.6050584	1.0	1.0	1114	tags=50%, list=27%, signal=68%	
PHOSPHORIC DIESTER HYDROLASE ACTIVITY	PHOSPHORIC DIESTER HYDROLASE ACTIVITY		6	0.39303696	0.8883759	0.6356877	1.0	1.0	63	tags=17%, list=2%, signal=17%	
INTERNAL PEPTIDYL-LYSINE ACETYLATION	INTERNAL PEPTIDYL-LYSINE ACETYLATION		5	0.42738596	0.8878985	0.5866142	1.0	1.0	1042	tags=40%, list=25%, signal=53%	
PROTON TRANSMEMBRANE TRANSPORT	PROTON TRANSMEMBRANE TRANSPORT		45	0.27271858	0.88426507	0.6612022	1.0	1.0	772	tags=31%, list=19%, signal=38%	
NITROGEN COMPOUND TRANSPORT	NITROGEN COMPOUND TRANSPORT		16	0.38778386	0.88421935	0.6146245	1.0	1.0	1170	tags=50%, list=28%, signal=69%	
ALCOHOL DEHYDROGENASE (NADP+) ACTIVITY	ALCOHOL DEHYDROGENASE (NADP+) ACTIVITY		6	0.5183364	0.8837398	0.6525096	1.0	1.0	839	tags=33%, list=20%, signal=42%	
SODIUM:PROTON ANTIPORTER ACTIVITY	SODIUM:PROTON ANTIPORTER ACTIVITY		6	0.39547145	0.8830119	0.627907	1.0	1.0	43	tags=17%, list=1%, signal=17%	
PRENYLTRANSFERASE ACTIVITY	PRENYLTRANSFERASE ACTIVITY		5	0.42712942	0.88149995	0.6455445	1.0	1.0	754	tags=40%, list=18%, signal=49%	
TRANSPORTER ACTIVITY	TRANSPORTER ACTIVITY		65	0.23479833	0.8810978	0.6433824	1.0	1.0	895	tags=31%, list=22%, signal=39%	
GLUTATHIONE METABOLIC PROCESS	GLUTATHIONE METABOLIC PROCESS		5	0.49958867	0.87919664	0.6502058	1.0	1.0	647	tags=40%, list=16%, signal=47%	
DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY	DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY		34	0.26760623	0.8775645	0.64187866	1.0	1.0	906	tags=38%, list=22%, signal=49%	
'DE NOVO' PYRIMIDINE NUCLEOBASE BIOSYNTHETIC PROCESS	'DE NOVO' PYRIMIDINE NUCLEOBASE BIOSYNTHETIC PROCESS		10	0.41558367	0.8740418	0.6309751	1.0	1.0	659	tags=30%, list=16%, signal=36%	
SIGNALING RECEPTOR ACTIVITY	SIGNALING RECEPTOR ACTIVITY		7	0.5147634	0.8729474	0.6522634	1.0	1.0	1275	tags=43%, list=31%, signal=62%	
SIDEROPHORE-DEPENDENT IRON IMPORT INTO CELL	SIDEROPHORE-DEPENDENT IRON IMPORT INTO CELL		9	0.5375424	0.86726344	0.7004132	1.0	1.0	778	tags=33%, list=19%, signal=41%	
NEGATIVE REGULATION OF ENDORIBONUCLEASE ACTIVITY	NEGATIVE REGULATION OF ENDORIBONUCLEASE ACTIVITY		5	0.3537717	0.8670016	0.6563107	1.0	1.0	1339	tags=60%, list=32%, signal=88%	
DNA REPAIR	DNA REPAIR		75	0.22934471	0.8657581	0.6344294	1.0	1.0	980	tags=24%, list=24%, signal=31%	
ANCHORED COMPONENT OF CELL OUTER MEMBRANE	ANCHORED COMPONENT OF CELL OUTER MEMBRANE		5	0.49002483	0.86501276	0.6805293	1.0	1.0	1412	tags=60%, list=34%, signal=91%	
SIDEROPHORE TRANSPORT	SIDEROPHORE TRANSPORT		8	0.5072493	0.86168265	0.6701031	1.0	1.0	888	tags=25%, list=21%, signal=32%	
GUANOSINE TETRAPHOSPHATE BINDING	GUANOSINE TETRAPHOSPHATE BINDING		9	0.4605404	0.8575516	0.6813187	1.0	1.0	246	tags=11%, list=6%, signal=12%	
PEPTIDOGLYCAN TURNOVER	PEPTIDOGLYCAN TURNOVER		14	0.27104223	0.85706055	0.60985625	1.0	1.0	1319	tags=43%, list=32%, signal=63%	
ATPASE-COUPLED MONOSACCHARIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	ATPASE-COUPLED MONOSACCHARIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	0.46274075	0.8563064	0.6616541	0.99933636	1.0	155	tags=33%, list=4%, signal=35%	
CARBOHYDRATE BINDING	CARBOHYDRATE BINDING		20	0.30110627	0.8525653	0.7	1.0	1.0	359	tags=15%, list=9%, signal=16%	
CHOLINE TRANSPORT	CHOLINE TRANSPORT		5	0.47800913	0.8504013	0.67407405	1.0	1.0	964	tags=60%, list=23%, signal=78%	
CARBOHYDRATE TRANSMEMBRANE TRANSPORTER ACTIVITY	CARBOHYDRATE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	0.4150009	0.84718096	0.6759443	1.0	1.0	1117	tags=50%, list=27%, signal=68%	
SODIUM ION TRANSMEMBRANE TRANSPORT	SODIUM ION TRANSMEMBRANE TRANSPORT		6	0.37142614	0.8468818	0.6781609	0.999584	1.0	870	tags=50%, list=21%, signal=63%	
METAL ION TRANSPORT	METAL ION TRANSPORT		7	0.3630289	0.8460989	0.6693387	0.99707484	1.0	722	tags=43%, list=17%, signal=52%	
TRNA PSEUDOURIDINE SYNTHESIS	TRNA PSEUDOURIDINE SYNTHESIS		7	0.44067162	0.84553045	0.6815643	0.9941539	1.0	819	tags=29%, list=20%, signal=36%	
PROTEIN REPAIR	PROTEIN REPAIR		10	0.3753675	0.84458363	0.65805167	0.991948	1.0	98	tags=10%, list=2%, signal=10%	
GLUTATHIONE TRANSFERASE ACTIVITY	GLUTATHIONE TRANSFERASE ACTIVITY		5	0.5343286	0.8439606	0.7483871	0.9891321	1.0	1493	tags=80%, list=36%, signal=125%	
DIAMINOPIMELATE BIOSYNTHETIC PROCESS	DIAMINOPIMELATE BIOSYNTHETIC PROCESS		5	0.43683702	0.843188	0.7505423	0.9866617	1.0	2340	tags=100%, list=56%, signal=229%	
INTRINSIC COMPONENT OF CELL OUTER MEMBRANE	INTRINSIC COMPONENT OF CELL OUTER MEMBRANE		10	0.31691378	0.8399987	0.7165049	0.98802316	1.0	450	tags=20%, list=11%, signal=22%	
ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX	ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX		100	0.20309035	0.836678	0.7717391	0.9896328	1.0	965	tags=25%, list=23%, signal=32%	
SIDEROPHORE TRANSMEMBRANE TRANSPORT	SIDEROPHORE TRANSMEMBRANE TRANSPORT		9	0.43241695	0.8364523	0.64681727	0.9862531	1.0	888	tags=33%, list=21%, signal=42%	
TETRAHYDROFOLATE INTERCONVERSION	TETRAHYDROFOLATE INTERCONVERSION		6	0.33566436	0.83439064	0.71057886	0.98586017	1.0	2760	tags=100%, list=66%, signal=298%	
PROTEIN CATABOLIC PROCESS	PROTEIN CATABOLIC PROCESS		8	0.37477243	0.8337257	0.65957445	0.98319477	1.0	395	tags=13%, list=10%, signal=14%	
PHOSPHORELAY RESPONSE REGULATOR ACTIVITY	PHOSPHORELAY RESPONSE REGULATOR ACTIVITY		24	0.25820738	0.8335959	0.71456313	0.9797025	1.0	1208	tags=46%, list=29%, signal=64%	
TRANSMEMBRANE TRANSPORTER ACTIVITY	TRANSMEMBRANE TRANSPORTER ACTIVITY		159	0.20460907	0.82685477	0.75814754	0.98687035	1.0	965	tags=27%, list=23%, signal=34%	
POLYSACCHARIDE TRANSPORT	POLYSACCHARIDE TRANSPORT		6	0.37881622	0.82656723	0.72329247	0.9836801	1.0	154	tags=17%, list=4%, signal=17%	
REGULATION OF CELL DIVISION	REGULATION OF CELL DIVISION		7	0.30283633	0.82584214	0.7040441	0.9811903	1.0	932	tags=43%, list=22%, signal=55%	
COPPER ION BINDING	COPPER ION BINDING		17	0.38470575	0.81644845	0.65863454	0.99196905	1.0	1229	tags=65%, list=30%, signal=92%	
SIDEROPHORE UPTAKE TRANSMEMBRANE TRANSPORTER ACTIVITY	SIDEROPHORE UPTAKE TRANSMEMBRANE TRANSPORTER ACTIVITY		8	0.4821332	0.8149311	0.70247936	0.9904447	1.0	1275	tags=38%, list=31%, signal=54%	
EFFLUX PUMP COMPLEX	EFFLUX PUMP COMPLEX		5	0.37905058	0.8126353	0.6776181	0.99028736	1.0	282	tags=20%, list=7%, signal=21%	
NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS	NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS		9	0.38050777	0.8111324	0.71482176	0.9890419	1.0	1090	tags=44%, list=26%, signal=60%	
CARBON PHOSPHORUS LYASE COMPLEX	CARBON PHOSPHORUS LYASE COMPLEX		5	0.43226245	0.80888385	0.7292818	0.98882574	1.0	583	tags=40%, list=14%, signal=46%	
