NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SINGLE-STRANDED DNA BINDING	SINGLE-STRANDED DNA BINDING		21	0.33179772	1.119266	0.22955145	0.91301614	1.0	151	tags=14%, list=4%, signal=15%	
NEGATIVE REGULATION OF CELL GROWTH	NEGATIVE REGULATION OF CELL GROWTH		5	0.6924727	1.1135404	0.38995215	0.92128795	1.0	1113	tags=80%, list=27%, signal=109%	
TRANSPORT	TRANSPORT		25	0.3469478	1.111314	0.32762837	0.92146677	1.0	965	tags=44%, list=23%, signal=57%	
GLUCONATE TRANSMEMBRANE TRANSPORT	GLUCONATE TRANSMEMBRANE TRANSPORT		8	0.46048984	1.1096747	0.29782608	0.91940945	1.0	493	tags=50%, list=12%, signal=57%	
CATION TRANSPORT	CATION TRANSPORT		14	0.42940995	1.1057302	0.3508772	0.92525154	1.0	170	tags=14%, list=4%, signal=15%	
NITROGEN COMPOUND TRANSPORT	NITROGEN COMPOUND TRANSPORT		16	0.45309192	1.1033891	0.28395063	0.9268473	1.0	1296	tags=69%, list=31%, signal=100%	
RESPONSE TO DRUG	RESPONSE TO DRUG		23	0.36218768	1.099574	0.31350115	0.9319101	1.0	241	tags=17%, list=6%, signal=18%	
NAD BIOSYNTHETIC PROCESS	NAD BIOSYNTHETIC PROCESS		9	0.5082111	1.0984477	0.3340858	0.92834103	1.0	687	tags=44%, list=17%, signal=53%	
METAL ION TRANSPORT	METAL ION TRANSPORT		7	0.4690864	1.0963266	0.30582523	0.9295765	1.0	209	tags=14%, list=5%, signal=15%	
ORGANIC SUBSTANCE TRANSPORT	ORGANIC SUBSTANCE TRANSPORT		11	0.46227086	1.096223	0.37218815	0.92374444	1.0	1607	tags=73%, list=39%, signal=118%	
REMOVAL OF SUPEROXIDE RADICALS	REMOVAL OF SUPEROXIDE RADICALS		5	0.529102	1.0933089	0.33529413	0.92593235	1.0	9	tags=20%, list=0%, signal=20%	
SIGMA FACTOR ACTIVITY	SIGMA FACTOR ACTIVITY		7	0.45807612	1.0926584	0.3611738	0.9214157	1.0	358	tags=43%, list=9%, signal=47%	
AEROBIC ELECTRON TRANSPORT CHAIN	AEROBIC ELECTRON TRANSPORT CHAIN		7	0.51676655	1.0915564	0.31028038	0.91821593	1.0	750	tags=71%, list=18%, signal=87%	
TYPE II PROTEIN SECRETION SYSTEM COMPLEX	TYPE II PROTEIN SECRETION SYSTEM COMPLEX		10	0.5840989	1.0856353	0.3696581	0.9289509	1.0	730	tags=60%, list=18%, signal=73%	
CELLULAR RESPONSE TO ANTIBIOTIC	CELLULAR RESPONSE TO ANTIBIOTIC		7	0.4597569	1.0812967	0.375	0.93682104	1.0	1033	tags=57%, list=25%, signal=76%	
FIMBRIAL USHER PORIN ACTIVITY	FIMBRIAL USHER PORIN ACTIVITY		10	0.5355758	1.0747811	0.46728972	0.94958043	1.0	570	tags=40%, list=14%, signal=46%	
DORMANCY PROCESS	DORMANCY PROCESS		6	0.4909465	1.0724902	0.37155962	0.94864285	1.0	320	tags=33%, list=8%, signal=36%	
NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS	NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS		9	0.49848253	1.0707177	0.34848484	0.94633096	1.0	138	tags=22%, list=3%, signal=23%	
METALLOPEPTIDASE ACTIVITY	METALLOPEPTIDASE ACTIVITY		34	0.3119917	1.0695395	0.35053763	0.94424117	1.0	810	tags=26%, list=20%, signal=33%	
DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY		193	0.2762781	1.0684463	0.31236896	0.941796	1.0	947	tags=30%, list=23%, signal=36%	
CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING	CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING		8	0.5172794	1.0631013	0.43442622	0.950242	1.0	443	tags=25%, list=11%, signal=28%	
GLYOXYLATE CYCLE	GLYOXYLATE CYCLE		8	0.5251052	1.0623659	0.48210526	0.9462952	1.0	757	tags=38%, list=18%, signal=46%	
INTEGRAL COMPONENT OF MEMBRANE	INTEGRAL COMPONENT OF MEMBRANE		883	0.21854919	1.060907	0.28328612	0.9444449	1.0	701	tags=22%, list=17%, signal=21%	
HYDROGEN SULFIDE BIOSYNTHETIC PROCESS	HYDROGEN SULFIDE BIOSYNTHETIC PROCESS		6	0.74921626	1.056908	0.36535162	0.94952756	1.0	1045	tags=100%, list=25%, signal=133%	
CYCLIC-DI-GMP BINDING	CYCLIC-DI-GMP BINDING		5	0.5154253	1.0509512	0.36363637	0.9604277	1.0	937	tags=60%, list=23%, signal=77%	
ANION TRANSMEMBRANE TRANSPORT	ANION TRANSMEMBRANE TRANSPORT		10	0.5940168	1.0472114	0.49033818	0.964912	1.0	1209	tags=70%, list=29%, signal=99%	
NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION	NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION		8	0.38823	1.0457957	0.394958	0.96356386	1.0	1110	tags=63%, list=27%, signal=85%	
'DE NOVO' NAD BIOSYNTHETIC PROCESS FROM ASPARTATE	'DE NOVO' NAD BIOSYNTHETIC PROCESS FROM ASPARTATE		5	0.5003121	1.0448768	0.41067284	0.9597901	1.0	366	tags=40%, list=9%, signal=44%	
RESPONSE TO COPPER ION	RESPONSE TO COPPER ION		11	0.5960692	1.0433967	0.42117116	0.9575413	1.0	296	tags=18%, list=7%, signal=20%	
HYPEROSMOTIC RESPONSE	HYPEROSMOTIC RESPONSE		8	0.5241825	1.0364939	0.47619048	0.9694974	1.0	1139	tags=75%, list=27%, signal=103%	
PROGRAMMED CELL DEATH	PROGRAMMED CELL DEATH		9	0.5943873	1.0354154	0.44698545	0.96585584	1.0	1552	tags=89%, list=37%, signal=142%	
PROTEIN REFOLDING	PROTEIN REFOLDING		12	0.42765787	1.0332072	0.4373673	0.9666139	1.0	443	tags=25%, list=11%, signal=28%	
TRANSMEMBRANE SIGNALING RECEPTOR ACTIVITY	TRANSMEMBRANE SIGNALING RECEPTOR ACTIVITY		5	0.6315504	1.0326757	0.47379914	0.963144	1.0	539	tags=40%, list=13%, signal=46%	
TRANSAMINASE ACTIVITY	TRANSAMINASE ACTIVITY		22	0.37232652	1.0325804	0.32142857	0.9580193	1.0	632	tags=27%, list=15%, signal=32%	
CATION TRANSMEMBRANE TRANSPORTER ACTIVITY	CATION TRANSMEMBRANE TRANSPORTER ACTIVITY		14	0.3855507	1.0324425	0.36908516	0.9528295	1.0	170	tags=14%, list=4%, signal=15%	
CELLULAR AMINO ACID BIOSYNTHETIC PROCESS	CELLULAR AMINO ACID BIOSYNTHETIC PROCESS		102	0.34133536	1.0277357	0.3892774	0.96057576	1.0	1393	tags=45%, list=34%, signal=66%	
COPPER ION TRANSPORT	COPPER ION TRANSPORT		5	0.5792659	1.0275879	0.50109893	0.9556682	1.0	349	tags=40%, list=8%, signal=44%	
CARBOXYLIC ACID METABOLIC PROCESS	CARBOXYLIC ACID METABOLIC PROCESS		6	0.55027163	1.0241486	0.4241573	0.9591042	1.0	34	tags=17%, list=1%, signal=17%	
CELLULAR RESPONSE TO DNA DAMAGE STIMULUS	CELLULAR RESPONSE TO DNA DAMAGE STIMULUS		234	0.22775689	1.022711	0.43065694	0.95741826	1.0	546	tags=19%, list=13%, signal=21%	
DNA REPLICATION	DNA REPLICATION		47	0.3900424	1.0197039	0.4563591	0.95861524	1.0	540	tags=23%, list=13%, signal=27%	
D-ALANINE BIOSYNTHETIC PROCESS	D-ALANINE BIOSYNTHETIC PROCESS		5	0.61351496	1.018799	0.51666665	0.95657384	1.0	644	tags=40%, list=16%, signal=47%	
CARBOHYDRATE TRANSMEMBRANE TRANSPORT	CARBOHYDRATE TRANSMEMBRANE TRANSPORT		38	0.3504139	1.011341	0.43699187	0.9694762	1.0	396	tags=32%, list=10%, signal=35%	
CELLULAR IRON ION HOMEOSTASIS	CELLULAR IRON ION HOMEOSTASIS		9	0.41795632	1.0093875	0.38333333	0.96944165	1.0	529	tags=33%, list=13%, signal=38%	
HYDROLASE ACTIVITY, HYDROLYZING O-GLYCOSYL COMPOUNDS	HYDROLASE ACTIVITY, HYDROLYZING O-GLYCOSYL COMPOUNDS		26	0.2937326	1.0088269	0.48333332	0.965662	1.0	1382	tags=50%, list=33%, signal=74%	
PLASMA MEMBRANE	PLASMA MEMBRANE		1056	0.18761156	1.0059363	0.43342775	0.9665693	1.0	652	tags=19%, list=16%, signal=17%	
PEPTIDOGLYCAN-PROTEIN CROSS-LINKING	PEPTIDOGLYCAN-PROTEIN CROSS-LINKING		5	0.45085418	0.9968777	0.48303393	0.9837982	1.0	1340	tags=60%, list=32%, signal=88%	
LYSINE BIOSYNTHETIC PROCESS VIA DIAMINOPIMELATE	LYSINE BIOSYNTHETIC PROCESS VIA DIAMINOPIMELATE		12	0.40910769	0.9962705	0.44695258	0.9797337	1.0	295	tags=17%, list=7%, signal=18%	
DNA-TEMPLATED TRANSCRIPTION, INITIATION	DNA-TEMPLATED TRANSCRIPTION, INITIATION		10	0.43403375	0.9910811	0.50630254	0.98749125	1.0	691	tags=50%, list=17%, signal=60%	
LEUCINE TRANSPORT	LEUCINE TRANSPORT		5	0.41329178	0.9888335	0.47619048	0.9888046	1.0	235	tags=40%, list=6%, signal=42%	
MEMBRANE	MEMBRANE		1139	0.18663353	0.98780644	0.46325877	0.98589915	1.0	753	tags=21%, list=18%, signal=19%	
GLYCEROL-3-PHOSPHATE TRANSMEMBRANE TRANSPORT	GLYCEROL-3-PHOSPHATE TRANSMEMBRANE TRANSPORT		5	0.58416414	0.98706037	0.5483092	0.9825133	1.0	1013	tags=80%, list=24%, signal=106%	
ALLANTOIN ASSIMILATION PATHWAY	ALLANTOIN ASSIMILATION PATHWAY		5	0.4404631	0.9868996	0.4009901	0.97765744	1.0	498	tags=20%, list=12%, signal=23%	
GALACTOSE TRANSMEMBRANE TRANSPORT	GALACTOSE TRANSMEMBRANE TRANSPORT		7	0.4851255	0.9823553	0.47346073	0.98338854	1.0	1100	tags=43%, list=26%, signal=58%	
DRUG TRANSMEMBRANE TRANSPORT	DRUG TRANSMEMBRANE TRANSPORT		23	0.3751556	0.9817778	0.46224257	0.9798739	1.0	591	tags=30%, list=14%, signal=35%	
RECOMBINATIONAL REPAIR	RECOMBINATIONAL REPAIR		10	0.45355326	0.9797636	0.5393795	0.9793798	1.0	1084	tags=40%, list=26%, signal=54%	
RIBOFLAVIN BIOSYNTHETIC PROCESS	RIBOFLAVIN BIOSYNTHETIC PROCESS		9	0.3795691	0.9794656	0.5085995	0.97525036	1.0	298	tags=22%, list=7%, signal=24%	
PILUS ASSEMBLY	PILUS ASSEMBLY		13	0.45586005	0.9780707	0.5605381	0.9730691	1.0	570	tags=31%, list=14%, signal=36%	
FRUCTOSE TRANSMEMBRANE TRANSPORT	FRUCTOSE TRANSMEMBRANE TRANSPORT		6	0.4076719	0.9778042	0.5188679	0.9688453	1.0	373	tags=33%, list=9%, signal=37%	
TRYPTOPHAN BIOSYNTHETIC PROCESS	TRYPTOPHAN BIOSYNTHETIC PROCESS		8	0.49719882	0.9762632	0.59068626	0.96746486	1.0	1393	tags=63%, list=34%, signal=94%	
GAMMA-AMINOBUTYRIC ACID CATABOLIC PROCESS	GAMMA-AMINOBUTYRIC ACID CATABOLIC PROCESS		5	0.48954487	0.97546154	0.42094016	0.96452725	1.0	632	tags=20%, list=15%, signal=24%	
CARBOHYDRATE TRANSMEMBRANE TRANSPORTER ACTIVITY	CARBOHYDRATE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	0.4463942	0.9751828	0.5688487	0.9601267	1.0	197	tags=33%, list=5%, signal=35%	
DNA N-GLYCOSYLASE ACTIVITY	DNA N-GLYCOSYLASE ACTIVITY		5	0.5614755	0.97312844	0.4642857	0.9596086	1.0	1823	tags=100%, list=44%, signal=178%	
COA-TRANSFERASE ACTIVITY	COA-TRANSFERASE ACTIVITY		5	0.5179927	0.96935487	0.5726496	0.9617113	1.0	1397	tags=60%, list=34%, signal=90%	
L-FUCOSE CATABOLIC PROCESS	L-FUCOSE CATABOLIC PROCESS		6	0.50013435	0.9662479	0.4830097	0.9642456	1.0	124	tags=17%, list=3%, signal=17%	
CYSTEINE BIOSYNTHETIC PROCESS	CYSTEINE BIOSYNTHETIC PROCESS		8	0.53959984	0.9570197	0.5020243	0.9804818	1.0	1432	tags=88%, list=34%, signal=133%	
TRNA WOBBLE URIDINE MODIFICATION	TRNA WOBBLE URIDINE MODIFICATION		7	0.5053699	0.95629233	0.5436106	0.9776311	1.0	478	tags=29%, list=12%, signal=32%	
PROTEIN CATABOLIC PROCESS	PROTEIN CATABOLIC PROCESS		8	0.46104163	0.95064044	0.49759614	0.9846934	1.0	903	tags=63%, list=22%, signal=80%	
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT	ATP SYNTHESIS COUPLED ELECTRON TRANSPORT		8	0.44534072	0.9506066	0.49122807	0.98013943	1.0	288	tags=25%, list=7%, signal=27%	
VIRAL GENOME INTEGRATION INTO HOST DNA	VIRAL GENOME INTEGRATION INTO HOST DNA		7	0.45058307	0.94899696	0.4966292	0.9796807	1.0	1651	tags=71%, list=40%, signal=118%	
ESTABLISHMENT OF INTEGRATED PROVIRAL LATENCY	ESTABLISHMENT OF INTEGRATED PROVIRAL LATENCY		7	0.45058307	0.94899696	0.4966292	0.9749932	1.0	1651	tags=71%, list=40%, signal=118%	
ATPASE-COUPLED SULFATE TRANSMEMBRANE TRANSPORTER ACTIVITY	ATPASE-COUPLED SULFATE TRANSMEMBRANE TRANSPORTER ACTIVITY		5	0.7094986	0.9477116	0.5933504	0.9733156	1.0	1209	tags=100%, list=29%, signal=141%	
SODIUM ION TRANSPORT	SODIUM ION TRANSPORT		20	0.36274087	0.94069594	0.51310045	0.9829503	1.0	1671	tags=65%, list=40%, signal=108%	
DEAMINASE ACTIVITY	DEAMINASE ACTIVITY		6	0.48011753	0.93786895	0.4513064	0.9850099	1.0	160	tags=17%, list=4%, signal=17%	
IRON ION HOMEOSTASIS	IRON ION HOMEOSTASIS		28	0.5276618	0.9349684	0.64903843	0.9863117	1.0	864	tags=46%, list=21%, signal=58%	
SIDEROPHORE-DEPENDENT IRON IMPORT INTO CELL	SIDEROPHORE-DEPENDENT IRON IMPORT INTO CELL		9	0.60205066	0.9344726	0.5565032	0.98263514	1.0	864	tags=56%, list=21%, signal=70%	
PYRIDOXAL PHOSPHATE BINDING	PYRIDOXAL PHOSPHATE BINDING		57	0.2850189	0.9335116	0.5851064	0.98019224	1.0	644	tags=25%, list=16%, signal=29%	
RESPIRATORY ELECTRON TRANSPORT CHAIN	RESPIRATORY ELECTRON TRANSPORT CHAIN		13	0.35487786	0.9330536	0.43141592	0.9762789	1.0	686	tags=38%, list=17%, signal=46%	
SEQUENCE-SPECIFIC DNA BINDING	SEQUENCE-SPECIFIC DNA BINDING		93	0.24163972	0.92614233	0.50574714	0.9859606	1.0	1015	tags=33%, list=24%, signal=43%	
L-ASCORBIC ACID CATABOLIC PROCESS	L-ASCORBIC ACID CATABOLIC PROCESS		5	0.50962937	0.92509764	0.54741377	0.9839225	1.0	1645	tags=80%, list=40%, signal=132%	
5'-NUCLEOTIDASE ACTIVITY	5'-NUCLEOTIDASE ACTIVITY		5	0.42116642	0.92495793	0.5518135	0.97981954	1.0	217	tags=20%, list=5%, signal=21%	
NUCLEOTIDE-EXCISION REPAIR	NUCLEOTIDE-EXCISION REPAIR		6	0.42844585	0.9246886	0.56236786	0.9761551	1.0	677	tags=50%, list=16%, signal=60%	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION	REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION		11	0.4137858	0.9239554	0.540724	0.97269285	1.0	798	tags=45%, list=19%, signal=56%	
PHOSPHOTRANSFERASE ACTIVITY, FOR OTHER SUBSTITUTED PHOSPHATE GROUPS	PHOSPHOTRANSFERASE ACTIVITY, FOR OTHER SUBSTITUTED PHOSPHATE GROUPS		9	0.33390918	0.9219255	0.6191489	0.9712647	1.0	978	tags=33%, list=24%, signal=44%	
ION TRANSMEMBRANE TRANSPORT	ION TRANSMEMBRANE TRANSPORT		8	0.382572	0.92179227	0.5458515	0.9673438	1.0	512	tags=25%, list=12%, signal=28%	
PEPTIDE TRANSPORT	PEPTIDE TRANSPORT		37	0.2751145	0.91788757	0.62586606	0.97079265	1.0	1089	tags=35%, list=26%, signal=47%	
SIGMA FACTOR ANTAGONIST ACTIVITY	SIGMA FACTOR ANTAGONIST ACTIVITY		8	0.3795771	0.9155826	0.70743406	0.9709894	1.0	1110	tags=63%, list=27%, signal=85%	
AMINO ACID TRANSMEMBRANE TRANSPORT	AMINO ACID TRANSMEMBRANE TRANSPORT		22	0.30041596	0.91534746	0.5526992	0.96700263	1.0	749	tags=27%, list=18%, signal=33%	
LARGE RIBOSOMAL SUBUNIT	LARGE RIBOSOMAL SUBUNIT		14	0.5325827	0.91347545	0.57167834	0.96672857	1.0	1875	tags=93%, list=45%, signal=169%	
DNA-DEPENDENT DNA REPLICATION	DNA-DEPENDENT DNA REPLICATION		13	0.4179294	0.91231203	0.56	0.96448416	1.0	125	tags=15%, list=3%, signal=16%	
ENOYL-COA HYDRATASE ACTIVITY	ENOYL-COA HYDRATASE ACTIVITY		7	0.48671833	0.90870196	0.5807771	0.967725	1.0	1478	tags=71%, list=36%, signal=111%	
ENDODEOXYRIBONUCLEASE ACTIVITY	ENDODEOXYRIBONUCLEASE ACTIVITY		6	0.4336765	0.9085661	0.5855513	0.9636921	1.0	79	tags=17%, list=2%, signal=17%	
ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX	ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX		100	0.22281684	0.90498376	0.5861183	0.9671674	1.0	1139	tags=38%, list=27%, signal=51%	
FAD BINDING	FAD BINDING		27	0.30446282	0.9043234	0.54303277	0.9644029	1.0	1366	tags=56%, list=33%, signal=82%	
THREONINE TRANSPORT	THREONINE TRANSPORT		6	0.38165927	0.9035223	0.5389344	0.96169263	1.0	783	tags=50%, list=19%, signal=62%	
PROTOPORPHYRINOGEN IX BIOSYNTHETIC PROCESS	PROTOPORPHYRINOGEN IX BIOSYNTHETIC PROCESS		9	0.32687518	0.8993267	0.6	0.9666839	1.0	48	tags=11%, list=1%, signal=11%	
MOVEMENT OF CELL OR SUBCELLULAR COMPONENT	MOVEMENT OF CELL OR SUBCELLULAR COMPONENT		8	0.30079517	0.8953829	0.6745283	0.96998703	1.0	1035	tags=63%, list=25%, signal=83%	
SODIUM ION TRANSMEMBRANE TRANSPORT	SODIUM ION TRANSMEMBRANE TRANSPORT		6	0.40850678	0.8891844	0.6065163	0.9777785	1.0	281	tags=17%, list=7%, signal=18%	
REGULATION OF TRANSCRIPTION, DNA-TEMPLATED	REGULATION OF TRANSCRIPTION, DNA-TEMPLATED		260	0.19637193	0.8889769	0.6076759	0.9742623	1.0	951	tags=26%, list=23%, signal=31%	
METALLOENDOPEPTIDASE ACTIVITY	METALLOENDOPEPTIDASE ACTIVITY		18	0.28777966	0.88618946	0.62849873	0.974951	1.0	518	tags=17%, list=12%, signal=19%	
NEGATIVE REGULATION OF CATALYTIC ACTIVITY	NEGATIVE REGULATION OF CATALYTIC ACTIVITY		16	0.27887732	0.883313	0.6735905	0.97586006	1.0	354	tags=19%, list=9%, signal=20%	
PENTOSE CATABOLIC PROCESS	PENTOSE CATABOLIC PROCESS		8	0.4300623	0.8703734	0.6556701	0.9950021	1.0	1176	tags=50%, list=28%, signal=70%	
CARNITINE METABOLIC PROCESS	CARNITINE METABOLIC PROCESS		12	0.33785197	0.8699925	0.6083499	0.9914708	1.0	617	tags=33%, list=15%, signal=39%	
DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY	DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY		34	0.22241685	0.86952335	0.5779221	0.9882892	1.0	496	tags=18%, list=12%, signal=20%	
REGULATION OF SINGLE-SPECIES BIOFILM FORMATION	REGULATION OF SINGLE-SPECIES BIOFILM FORMATION		5	0.4505006	0.8641569	0.59090906	0.9944044	1.0	746	tags=60%, list=18%, signal=73%	
BACTERIAL NUCLEOID	BACTERIAL NUCLEOID		8	0.36859798	0.8606307	0.5	0.997151	1.0	38	tags=13%, list=1%, signal=13%	
SULFATE ASSIMILATION	SULFATE ASSIMILATION		7	0.5287309	0.86034995	0.5870647	0.9938641	1.0	1045	tags=71%, list=25%, signal=95%	
DOUBLE-STRAND BREAK REPAIR	DOUBLE-STRAND BREAK REPAIR		7	0.3543054	0.86016375	0.6522911	0.9903421	1.0	38	tags=14%, list=1%, signal=14%	
RNA CATABOLIC PROCESS	RNA CATABOLIC PROCESS		10	0.35627908	0.857985	0.6742268	0.9907937	1.0	838	tags=30%, list=20%, signal=37%	
RESPONSE TO UV	RESPONSE TO UV		15	0.3406374	0.8571609	0.68720376	0.9884023	1.0	101	tags=13%, list=2%, signal=14%	
CYTOSOLIC LARGE RIBOSOMAL SUBUNIT	CYTOSOLIC LARGE RIBOSOMAL SUBUNIT		32	0.4692504	0.8567936	0.640884	0.98514724	1.0	1757	tags=75%, list=42%, signal=129%	
BIOTIN BIOSYNTHETIC PROCESS	BIOTIN BIOSYNTHETIC PROCESS		10	0.38867173	0.85178447	0.6349892	0.9902161	1.0	595	tags=50%, list=14%, signal=58%	
CARBON UTILIZATION	CARBON UTILIZATION		10	0.38793352	0.85065526	0.6706587	0.98783135	1.0	1386	tags=80%, list=33%, signal=120%	
MRNA BINDING	MRNA BINDING		13	0.39024252	0.8435198	0.6507276	0.9958237	1.0	708	tags=31%, list=17%, signal=37%	
CELLULAR RESPONSE TO HEAT	CELLULAR RESPONSE TO HEAT		7	0.4247392	0.8427966	0.67412937	0.9933209	1.0	1201	tags=57%, list=29%, signal=80%	
DNA INTEGRATION	DNA INTEGRATION		17	0.29832953	0.84177905	0.60943395	0.9907829	1.0	1653	tags=59%, list=40%, signal=97%	
NAD(P)H DEHYDROGENASE (QUINONE) ACTIVITY	NAD(P)H DEHYDROGENASE (QUINONE) ACTIVITY		5	0.42606503	0.8391801	0.6247241	0.99071634	1.0	72	tags=20%, list=2%, signal=20%	
METHIONINE TRANSPORT	METHIONINE TRANSPORT		5	0.40161282	0.8348989	0.78365386	0.99330384	1.0	876	tags=40%, list=21%, signal=51%	
PROTEIN HOMOOLIGOMERIZATION	PROTEIN HOMOOLIGOMERIZATION		9	0.27316612	0.8343565	0.7086247	0.9903296	1.0	3020	tags=100%, list=73%, signal=366%	
CHAPERONE BINDING	CHAPERONE BINDING		9	0.4250239	0.8331844	0.6938776	0.9881373	1.0	1110	tags=56%, list=27%, signal=76%	
DNA RECOMBINATION	DNA RECOMBINATION		52	0.22783265	0.8317516	0.6208426	0.98741543	1.0	1161	tags=27%, list=28%, signal=37%	
INTEGRAL COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE	INTEGRAL COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE		11	0.29549873	0.827284	0.6293532	0.99035156	1.0	317	tags=18%, list=8%, signal=20%	
TRANSCRIPTION, DNA-TEMPLATED	TRANSCRIPTION, DNA-TEMPLATED		105	0.1971093	0.8256736	0.7664399	0.9894645	1.0	572	tags=18%, list=14%, signal=20%	
LIPID A BIOSYNTHETIC PROCESS	LIPID A BIOSYNTHETIC PROCESS		24	0.27922004	0.82488275	0.6451613	0.98672646	1.0	353	tags=17%, list=8%, signal=18%	
TRANSPOSASE ACTIVITY	TRANSPOSASE ACTIVITY		5	0.44864994	0.8223761	0.6574871	0.9869639	1.0	2291	tags=100%, list=55%, signal=223%	
DNA METABOLIC PROCESS	DNA METABOLIC PROCESS		17	0.30268627	0.81980026	0.74208146	0.987447	1.0	748	tags=29%, list=18%, signal=36%	
COPPER ION BINDING	COPPER ION BINDING		17	0.37513414	0.81970495	0.59731543	0.9838353	1.0	519	tags=24%, list=12%, signal=27%	
TOXIC SUBSTANCE BINDING	TOXIC SUBSTANCE BINDING		5	0.39324015	0.81362784	0.7160494	0.9906618	1.0	868	tags=40%, list=21%, signal=51%	
OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, NAD(P)H AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN	OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, NAD(P)H AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN		6	0.3485455	0.8127647	0.6749482	0.9879832	1.0	581	tags=33%, list=14%, signal=39%	
ALDEHYDE DEHYDROGENASE (NAD+) ACTIVITY	ALDEHYDE DEHYDROGENASE (NAD+) ACTIVITY		5	0.43470567	0.8066336	0.5811088	0.9924724	1.0	1721	tags=80%, list=41%, signal=136%	
POLYAMINE TRANSPORT	POLYAMINE TRANSPORT		5	0.31754366	0.8046606	0.71428573	0.9917215	1.0	649	tags=40%, list=16%, signal=47%	
SINGLE-SPECIES BIOFILM FORMATION ON INANIMATE SUBSTRATE	SINGLE-SPECIES BIOFILM FORMATION ON INANIMATE SUBSTRATE		8	0.30715144	0.80386996	0.6599496	0.98904306	1.0	830	tags=38%, list=20%, signal=47%	
SULFATE TRANSPORT	SULFATE TRANSPORT		7	0.47430366	0.8006279	0.63390666	0.9903351	1.0	1209	tags=71%, list=29%, signal=101%	
SULFATE TRANSMEMBRANE TRANSPORT	SULFATE TRANSMEMBRANE TRANSPORT		7	0.47430366	0.8006279	0.63390666	0.98669416	1.0	1209	tags=71%, list=29%, signal=101%	
BACTERIAL-TYPE CIS-REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING	BACTERIAL-TYPE CIS-REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING		29	0.23107782	0.79446435	0.73414636	0.99300915	1.0	464	tags=17%, list=11%, signal=19%	
MANGANESE ION BINDING	MANGANESE ION BINDING		49	0.21773207	0.79429156	0.7414634	0.98962414	1.0	518	tags=14%, list=12%, signal=16%	
CELLULAR HYPEROSMOTIC RESPONSE	CELLULAR HYPEROSMOTIC RESPONSE		5	0.39478675	0.79374903	0.6392252	0.9872426	1.0	612	tags=40%, list=15%, signal=47%	
CELL WALL MACROMOLECULE CATABOLIC PROCESS	CELL WALL MACROMOLECULE CATABOLIC PROCESS		6	0.35759637	0.7935124	0.6592292	0.98407114	1.0	1279	tags=50%, list=31%, signal=72%	
CELLULAR RESPONSE TO HYDROGEN PEROXIDE	CELLULAR RESPONSE TO HYDROGEN PEROXIDE		10	0.3486743	0.79243827	0.6785714	0.9827914	1.0	830	tags=40%, list=20%, signal=50%	
SULFURIC ESTER HYDROLASE ACTIVITY	SULFURIC ESTER HYDROLASE ACTIVITY		10	0.32806927	0.7894907	0.6930946	0.98241425	1.0	234	tags=20%, list=6%, signal=21%	
6-SULFOQUINOVOSE(1-) CATABOLIC PROCESS TO GLYCERONE PHOSPHATE AND 3-SULFOLACTALDEHYDE	6-SULFOQUINOVOSE(1-) CATABOLIC PROCESS TO GLYCERONE PHOSPHATE AND 3-SULFOLACTALDEHYDE		5	0.44434267	0.78758746	0.7626775	0.98226184	1.0	969	tags=40%, list=23%, signal=52%	
RESPONSE TO ACID CHEMICAL	RESPONSE TO ACID CHEMICAL		5	0.38654327	0.7870775	0.7231183	0.9793906	1.0	525	tags=20%, list=13%, signal=23%	
